parameter,entity,estimate,std.error,p.val.adj,s_var
timepoint48H,o__Clostridiales,1.6111844122907897,1.5223702243569903,0.6673450702794566,0.05
obesity_groupobesity,o__Clostridiales,-0.6858774518285076,1.7679434297295524,0.9999229282291301,0.05
carbohydrateRDC:timepoint48H,o__Clostridiales,2.0384541289815674,1.831368838081339,0.5508820462606272,0.05
carbohydrateSDC:timepoint48H,o__Clostridiales,1.0564949445852216,1.8293908031109025,0.9409755253578646,0.05
carbohydrateRDC,other,-1.0040410681973266,1.0485473313660982,0.7143780217645197,0.05
carbohydrateSDC,other,0.020860875489678347,1.051195168266212,1,0.05
timepoint48H,other,6.570040467361499,1.179038885910311,7.058960251023985e-7,0.05
obesity_groupobesity,other,1.190790646743115,0.6443021011730256,1,0.05
carbohydrateRDC:timepoint48H,other,1.5465410267857371,1.420648369666557,0.5325791353268935,0.05
carbohydrateSDC:timepoint48H,other,0.6986964076959497,1.419181137190602,0.9529688370546018,0.05
carbohydrateRDC,Actinomyces,-1.3455959711074494,1.221217531508864,0.7108686339627411,0.25
carbohydrateSDC,Actinomyces,-0.10915819644502993,1.2242828354347561,1,0.25
timepoint48H,Actinomyces,-3.204126454735189,1.3733997198643333,0.4779194657619348,0.25
obesity_groupobesity,Actinomyces,-0.8235231127626892,0.7966775538576979,0.8994491476124251,0.25
carbohydrateRDC:timepoint48H,Actinomyces,3.182715546249401,1.6545580181593624,0.40659347150223124,0.25
carbohydrateSDC:timepoint48H,Actinomyces,1.3296031616706072,1.6528405537420772,0.9116151868132645,0.25
carbohydrateRDC,Adlercreutzia,-0.7780356469541405,1.3985333058599745,0.7911787243436571,0.25
carbohydrateSDC,Adlercreutzia,-0.44320597835748843,1.4019801765080266,1,0.25
timepoint48H,Adlercreutzia,-1.612786399455392,1.5735065947474094,0.9552984744918429,0.25
obesity_groupobesity,Adlercreutzia,-2.959649391086357,1.086139418969531,0.4399176865675835,0.25
carbohydrateRDC:timepoint48H,Adlercreutzia,1.4382693331509817,1.894667812090777,0.6684598977731354,0.25
carbohydrateSDC:timepoint48H,Adlercreutzia,1.3575859209463048,1.892671528532724,0.9130147035867491,0.25
carbohydrateRDC,Akkermansia,0.15344796861352875,1.4802161712292845,0.9554190701605388,0.25
carbohydrateSDC,Akkermansia,1.054466466609525,1.4837806554512796,1,0.25
timepoint48H,Akkermansia,6.963751360591575,1.6665391580680617,3.9764071188159414e-4,0.25
obesity_groupobesity,Akkermansia,-0.2978068602809462,1.6727191835205002,1,0.25
carbohydrateRDC:timepoint48H,Akkermansia,-0.2707198910389423,2.0051818475146947,0.9643152057583297,0.25
carbohydrateSDC:timepoint48H,Akkermansia,-1.8930070423882377,2.0030262795511007,1,0.25
carbohydrateRDC,Alistipes,-0.6701303967116419,1.3833593862395066,0.8215188189133918,0.25
carbohydrateSDC,Alistipes,0.15916864123272068,1.386884853229062,1,0.25
timepoint48H,Alistipes,9.734016221001635,1.5552329287045632,2.0676315130949835e-7,0.25
obesity_groupobesity,Alistipes,-0.6104710565399684,0.802095633235216,0.9497972848823544,0.25
carbohydrateRDC:timepoint48H,Alistipes,0.3915920881147456,1.874346800594524,0.8748213220706647,0.25
carbohydrateSDC:timepoint48H,Alistipes,-0.10626989576812669,1.8724245871648098,0.9837073337094807,0.25
carbohydrateRDC,Anaerostipes,-1.0928933828345406,1.3014846609396669,0.7138562755206764,0.25
carbohydrateSDC,Anaerostipes,0.03527864867587179,1.304685067877982,1,0.25
timepoint48H,Anaerostipes,-2.8125279236023877,1.4644001809417946,0.6746372368625644,0.25
obesity_groupobesity,Anaerostipes,-1.0838659777947988,1.0334410729058277,0.9151251160670372,0.25
carbohydrateRDC:timepoint48H,Anaerostipes,1.6958325611182867,1.7631769605290664,0.5662608308556824,0.25
carbohydrateSDC:timepoint48H,Anaerostipes,1.7819464766554687,1.761315738484871,0.8936603023828779,0.25
carbohydrateRDC,Anaerotruncus,-0.40041425906909944,1.3510064421639107,0.865119076886274,0.25
carbohydrateSDC,Anaerotruncus,0.4030786339975603,1.3542715916773618,1,0.25
timepoint48H,Anaerotruncus,6.764136781528357,1.5208895276354966,2.2536668620189753e-4,0.25
obesity_groupobesity,Anaerotruncus,-1.135282425468667,1.4117605273577374,0.9580259528445555,0.25
carbohydrateRDC:timepoint48H,Anaerotruncus,-0.9397271098751451,1.8301666718949199,0.9913569152050078,0.25
carbohydrateSDC:timepoint48H,Anaerotruncus,-1.2629641103652058,1.828205552245198,0.9988902106726303,0.25
carbohydrateRDC,Bacteroides,-0.5850566749258465,1.4015709210294047,0.8373233974497993,0.25
carbohydrateSDC,Bacteroides,0.04452285548954149,1.405049318397359,1,0.25
timepoint48H,Bacteroides,14.08283940336594,1.5766426080773082,5.554844778599133e-14,0.25
obesity_groupobesity,Bacteroides,-0.5073577421183982,1.0083886343450268,0.9853136800966966,0.25
carbohydrateRDC:timepoint48H,Bacteroides,1.238446957141044,1.8988285778889293,0.7072840737275956,0.25
carbohydrateSDC:timepoint48H,Bacteroides,0.7556054301555144,1.8968394738299998,0.9475120222267365,0.25
carbohydrateRDC,Bifidobacterium,-1.166058549527928,1.1116496724216614,0.7068757335869409,0.25
carbohydrateSDC,Bifidobacterium,0.13258005471763723,1.114480864678034,1,0.25
timepoint48H,Bifidobacterium,0.2680682816765005,1.2497709559652805,0.9991173711997078,0.25
obesity_groupobesity,Bifidobacterium,-0.8408142357774645,0.6430137248972535,0.8669529658343023,0.25
carbohydrateRDC:timepoint48H,Bifidobacterium,4.316251879668774,1.5061954954875731,0.22159184046433658,0.25
carbohydrateSDC:timepoint48H,Bifidobacterium,3.2602865118151803,1.5046502968966406,0.6851212508073473,0.25
carbohydrateRDC,Blautia,-1.4091020792821463,1.1474167217821847,0.7068757335869409,0.25
carbohydrateSDC,Blautia,0.04277842366164778,1.1504147292092317,1,0.25
timepoint48H,Blautia,-0.30204840863965626,1.2893600267517504,1,0.25
obesity_groupobesity,Blautia,-0.08584803662595264,0.5687245488926238,1,0.25
carbohydrateRDC:timepoint48H,Blautia,2.433816148355661,1.5548300090943457,0.4570059580236163,0.25
carbohydrateSDC:timepoint48H,Blautia,1.720733083165046,1.5532657462144959,0.8897232830240934,0.25
carbohydrateRDC,Clostridium,-1.1215704635423063,1.309548760617324,0.7340502545073027,0.25
carbohydrateSDC,Clostridium,-0.24687454396017208,1.3127122270008438,1,0.25
timepoint48H,Clostridium,7.647263733533423,1.4742391825274355,7.4334407310421385e-6,0.25
obesity_groupobesity,Clostridium,-0.28737664347746383,1.3769873925898437,1,0.25
carbohydrateRDC:timepoint48H,Clostridium,1.7500237645948387,1.7740026733502654,0.5704802982891608,0.25
carbohydrateSDC:timepoint48H,Clostridium,0.5259318966077846,1.772100967859437,0.9627394126969552,0.25
carbohydrateRDC,Collinsella,-2.0049205954069556,1.5422863425295377,0.7081328847600253,0.25
carbohydrateSDC,Collinsella,-0.9784077423672796,1.546027993193477,1,0.25
timepoint48H,Collinsella,2.732285105212598,1.7360158079708008,0.35586491388056407,0.25
obesity_groupobesity,Collinsella,0.8053587670070449,1.4927667477990216,1,0.25
carbohydrateRDC:timepoint48H,Collinsella,4.624211160788038,2.0893113227932356,0.37818430451384827,0.25
carbohydrateSDC:timepoint48H,Collinsella,3.3255931010945328,2.087080027003408,0.8304879578906598,0.25
carbohydrateRDC,Coprococcus,-1.0651402923748856,1.465194936924759,0.7389246302891106,0.25
carbohydrateSDC,Coprococcus,-0.1629744865203142,1.4688436995459797,1,0.25
timepoint48H,Coprococcus,-0.23590139662424203,1.6480727085794264,0.9998212157193614,0.25
obesity_groupobesity,Coprococcus,-1.2019055019648586,1.0175317552793193,0.887601691545536,0.25
carbohydrateRDC:timepoint48H,Coprococcus,2.4597263665915743,1.9850495435550728,0.5117410771600437,0.25
carbohydrateSDC:timepoint48H,Coprococcus,2.3279441740685125,1.982976027744924,0.880554527985825,0.25
carbohydrateRDC,Dialister,-1.4689983323738565,1.457855100695295,0.7284069702932251,0.25
carbohydrateSDC,Dialister,-0.26051733021373047,1.4613986922864597,1,0.25
timepoint48H,Dialister,0.42439295531489796,1.6408866485986597,0.965749747449737,0.25
obesity_groupobesity,Dialister,-1.060349913781884,1.3702688821980797,0.9632792066507525,0.25
carbohydrateRDC:timepoint48H,Dialister,2.6354718169926983,1.9749453662784937,0.5076691895719777,0.25
carbohydrateSDC:timepoint48H,Dialister,1.8259373013143898,1.9728396939711872,0.9006838765859774,0.25
carbohydrateRDC,Dorea,-1.450889289054684,1.2246123658640087,0.7068757335869409,0.25
carbohydrateSDC,Dorea,0.007972913685665235,1.227671391145642,1,0.25
timepoint48H,Dorea,-1.7225247118292013,1.3773618436623503,0.9639909692451064,0.25
obesity_groupobesity,Dorea,-1.2867556436798324,0.8275071323229601,0.8545433596128688,0.25
carbohydrateRDC:timepoint48H,Dorea,2.9401895155560074,1.6591264364914862,0.4413472516276823,0.25
carbohydrateSDC:timepoint48H,Dorea,1.4605808071194517,1.6573976944426347,0.8978768048984512,0.25
carbohydrateRDC,Eggerthella,-1.5464429697761304,1.236037537177079,0.7110315878753526,0.25
carbohydrateSDC,Eggerthella,-0.4365150885058222,1.2390074821683095,1,0.25
timepoint48H,Eggerthella,6.001643475652443,1.3917253446938689,2.7269281964114337e-4,0.25
obesity_groupobesity,Eggerthella,0.4247333043543679,1.478246601146933,1,0.25
carbohydrateRDC:timepoint48H,Eggerthella,1.5197586616992889,1.6743936332699891,0.5974396746936456,0.25
carbohydrateSDC:timepoint48H,Eggerthella,0.5531453837734643,1.6725901147619378,0.9493045304058495,0.25
carbohydrateRDC,Erysipelatoclostridium,-0.9121179297982317,1.414653809697619,0.7720425228241695,0.25
carbohydrateSDC,Erysipelatoclostridium,-0.396346150082745,1.4181056353709212,1,0.25
timepoint48H,Erysipelatoclostridium,0.8873933398099463,1.592082912594907,0.9049296261398705,0.25
obesity_groupobesity,Erysipelatoclostridium,0.4300224998948231,1.2527434179607304,1,0.25
carbohydrateRDC:timepoint48H,Erysipelatoclostridium,1.1946218119080434,1.9164439976724459,0.7113354353370532,0.25
carbohydrateSDC:timepoint48H,Erysipelatoclostridium,0.8935953505297625,1.91440747934628,0.9424106895211699,0.25
carbohydrateRDC,Escherichia,-0.6356009456818205,1.419814432167402,0.8209441439612066,0.25
carbohydrateSDC,Escherichia,0.35686870606529714,1.4232702435381106,1,0.25
timepoint48H,Escherichia,11.819062181600033,1.598006102065421,2.809965052886591e-10,0.25
obesity_groupobesity,Escherichia,-0.2911342556952824,1.3058998023757011,1,0.25
carbohydrateRDC:timepoint48H,Escherichia,2.6329573559572657,1.9234200687998215,0.4957503574156217,0.25
carbohydrateSDC:timepoint48H,Escherichia,1.7692026339641362,1.921371743492531,0.8886866996088617,0.25
carbohydrateRDC,Eubacterium,-1.3661091913094643,1.2819276917988698,0.7068757335869409,0.25
carbohydrateSDC,Eubacterium,0.03761175103302344,1.285196867002158,1,0.25
timepoint48H,Eubacterium,-1.8404280008534066,1.441179946284745,0.9615881307336492,0.25
obesity_groupobesity,Eubacterium,-1.141127538618626,0.7403142243729792,0.8518347028356856,0.25
carbohydrateRDC:timepoint48H,Eubacterium,1.81840298037432,1.736919466803507,0.542832205421055,0.25
carbohydrateSDC:timepoint48H,Eubacterium,1.1800786691314267,1.7351391121298803,0.9115938004831988,0.25
carbohydrateRDC,Faecalibacterium,-0.6364260319339319,1.425926660897936,0.8161061140164857,0.25
carbohydrateSDC,Faecalibacterium,0.6039612854571301,1.4294160439358705,1,0.25
timepoint48H,Faecalibacterium,0.17739372855415977,1.604634634103995,0.997745436403358,0.25
obesity_groupobesity,Faecalibacterium,0.6555553855740017,1.2061206030582046,1,0.25
carbohydrateRDC:timepoint48H,Faecalibacterium,3.4972349239303995,1.9317329947094841,0.43117947090352426,0.25
carbohydrateSDC:timepoint48H,Faecalibacterium,3.4660645625868955,1.9296853672734025,0.7693988325145448,0.25
carbohydrateRDC,Flavonifractor,-0.6727239610440097,1.3235997999257902,0.8209770567434193,0.25
carbohydrateSDC,Flavonifractor,0.010870477380819232,1.3269017899699274,1,0.25
timepoint48H,Flavonifractor,10.397197890709867,1.488750096698459,5.1660067788665555e-9,0.25
obesity_groupobesity,Flavonifractor,-0.8553956809588551,0.9106925076249057,0.9190843984714823,0.25
carbohydrateRDC:timepoint48H,Flavonifractor,0.15231829015286308,1.7932285815879891,0.8865793974381451,0.25
carbohydrateSDC:timepoint48H,Flavonifractor,-0.616901842568152,1.791357970611195,0.9913590620457766,0.25
carbohydrateRDC,Fusicatenibacter,-0.8008197898697852,1.2955297171557658,0.7606705203180647,0.25
carbohydrateSDC,Fusicatenibacter,0.4657296316304332,1.2986654498676387,1,0.25
timepoint48H,Fusicatenibacter,-2.372451961853171,1.4583698381226355,0.818619927307657,0.25
obesity_groupobesity,Fusicatenibacter,1.013530368861542,1.316828897110471,1,0.25
carbohydrateRDC:timepoint48H,Fusicatenibacter,2.656291231118162,1.7550218799164157,0.4625022617075411,0.25
carbohydrateSDC:timepoint48H,Fusicatenibacter,4.308411977363017,1.753143735504873,0.5827581372725303,0.25
carbohydrateRDC,Gordonibacter,-1.0769545089235673,1.3557868749544377,0.7487756669356642,0.25
carbohydrateSDC,Gordonibacter,-0.7618868372823241,1.359102534378637,1,0.25
timepoint48H,Gordonibacter,0.7651038529609041,1.5257363950080414,0.9202118687197515,0.25
obesity_groupobesity,Gordonibacter,-1.6100865084887914,1.1647954060455363,0.850386793306737,0.25
carbohydrateRDC:timepoint48H,Gordonibacter,2.059826076148201,1.836709829479937,0.5536287004851729,0.25
carbohydrateSDC:timepoint48H,Gordonibacter,2.052881602030349,1.8347617921526274,0.8771459891175769,0.25
carbohydrateRDC,Holdemanella,-1.7812651430711586,1.4598296428497421,0.7166317760476562,0.25
carbohydrateSDC,Holdemanella,-0.24419087885816787,1.463322172595076,1,0.25
timepoint48H,Holdemanella,1.8282403427555083,1.6439475023338845,0.640212436310502,0.25
obesity_groupobesity,Holdemanella,0.45484244068046387,1.9939706246388864,1,0.25
carbohydrateRDC:timepoint48H,Holdemanella,4.092969105356681,1.9775290446335254,0.38257683162917044,0.25
carbohydrateSDC:timepoint48H,Holdemanella,2.784714246564888,1.9753906786407522,0.8370895470538914,0.25
carbohydrateRDC,Holdemania,-0.7488257841727167,1.2959164342763738,0.8085208775283933,0.25
carbohydrateSDC,Holdemania,0.254609393633276,1.2991562922677828,1,0.25
timepoint48H,Holdemania,6.086393603312096,1.457546032377444,0.0012194668425880258,0.25
obesity_groupobesity,Holdemania,-0.06160903794508593,0.878819257490286,0.9955239609723886,0.25
carbohydrateRDC:timepoint48H,Holdemania,2.1098948086488996,1.7557374682279092,0.5567686582967367,0.25
carbohydrateSDC:timepoint48H,Holdemania,0.9409946336782578,1.7539090070931727,0.9317432604059893,0.25
carbohydrateRDC,Intestinibacter,-1.0559905605710789,1.3421550831360836,0.7385034193890017,0.25
carbohydrateSDC,Intestinibacter,0.013475037744785557,1.3453989742198074,1,0.25
timepoint48H,Intestinibacter,2.280945997731921,1.510921939441565,0.395485335946018,0.25
obesity_groupobesity,Intestinibacter,-1.8651425942643376,1.3971059406351929,0.8648004699407558,0.25
carbohydrateRDC:timepoint48H,Intestinibacter,1.8625359513769935,1.818176141149743,0.5588108529965694,0.25
carbohydrateSDC:timepoint48H,Intestinibacter,0.48891484521230144,1.816227960453566,0.9634742646044485,0.25
carbohydrateRDC,Lachnoclostridium,-1.1728469451020749,1.2129719076714598,0.7076772981744148,0.25
carbohydrateSDC,Lachnoclostridium,-0.04320420818494052,1.216143523345393,1,0.25
timepoint48H,Lachnoclostridium,2.652324563997581,1.363007635310793,0.19081683300913915,0.25
obesity_groupobesity,Lachnoclostridium,0.11318908864405104,0.5989002055340317,1,0.25
carbohydrateRDC:timepoint48H,Lachnoclostridium,0.4431207091029106,1.6436674553076773,0.886830864023035,0.25
carbohydrateSDC:timepoint48H,Lachnoclostridium,-0.15427282225275613,1.6420147149703834,0.999102655342505,0.25
carbohydrateRDC,Lactococcus,-1.1177613357183829,1.2855539646376166,0.7386744327691349,0.25
carbohydrateSDC,Lactococcus,-0.6706228355050585,1.2887443594799581,1,0.25
timepoint48H,Lactococcus,-1.920581878780126,1.4461396697335014,0.8909468636942235,0.25
obesity_groupobesity,Lactococcus,0.5629744477421862,0.9293201391480016,1,0.25
carbohydrateRDC:timepoint48H,Lactococcus,2.4480285593919704,1.7416507787529163,0.4921941357307375,0.25
carbohydrateSDC:timepoint48H,Lactococcus,2.1750681674956773,1.739826194807474,0.8534320870171339,0.25
carbohydrateRDC,Marvinbryantia,-1.3260887515058024,1.4349018197664622,0.7193489919500056,0.25
carbohydrateSDC,Marvinbryantia,-0.30829071008799436,1.4384325276353065,1,0.25
timepoint48H,Marvinbryantia,-3.9400987192392165,1.6144941290839854,0.439163928852789,0.25
obesity_groupobesity,Marvinbryantia,0.1333638290429525,1.1345086757274003,1,0.25
carbohydrateRDC:timepoint48H,Marvinbryantia,2.8311304471664993,1.943927287351813,0.4795252658067107,0.25
carbohydrateSDC:timepoint48H,Marvinbryantia,2.4152181311218395,1.9418762956327296,0.8707117160841109,0.25
carbohydrateRDC,Other,-1.3858688471739538,1.276010123767409,0.7338144388646213,0.25
carbohydrateSDC,Other,-0.9774317687681044,1.2791796915757885,1,0.25
timepoint48H,Other,3.191711404455153,1.4353775334984342,0.14123890235544118,0.25
obesity_groupobesity,Other,-0.4514691317732302,0.9188404843770935,0.9870476331584683,0.25
carbohydrateRDC:timepoint48H,Other,2.159817086442214,1.7287270679031594,0.5224649917395512,0.25
carbohydrateSDC:timepoint48H,Other,1.5033258401674412,1.7269172536814033,0.9020629616841568,0.25
carbohydrateRDC,Paenibacillus,-1.0600452582153475,1.481590096031427,0.7397719204071619,0.25
carbohydrateSDC,Paenibacillus,-0.4361248455953277,1.4854551402150533,1,0.25
timepoint48H,Paenibacillus,-3.599815756962008,1.6649271209276826,0.5514616435654502,0.25
obesity_groupobesity,Paenibacillus,0.7444071439474711,0.7432856744897727,1,0.25
carbohydrateRDC:timepoint48H,Paenibacillus,2.1983440467544253,2.0076449749826866,0.5538654979849735,0.25
carbohydrateSDC:timepoint48H,Paenibacillus,1.7408767972465753,2.005622563583543,0.9027287387271702,0.25
carbohydrateRDC,Parabacteroides,-0.6575005775841624,1.3909048752740496,0.8215440082679273,0.25
carbohydrateSDC,Parabacteroides,0.0977572497462617,1.3943378750085538,1,0.25
timepoint48H,Parabacteroides,12.56958898429386,1.5648679337384663,1.077172379071456e-11,0.25
obesity_groupobesity,Parabacteroides,-1.2454696129137122,1.0658309872045413,0.8935975581836353,0.25
carbohydrateRDC:timepoint48H,Parabacteroides,0.334596850991432,1.8843426842872153,0.8745173616728136,0.25
carbohydrateSDC:timepoint48H,Parabacteroides,1.0546846870064441,1.8823596159582072,0.9357837230067149,0.25
carbohydrateRDC,Romboutsia,-1.1460601199634377,1.1230947152060906,0.7113800141424041,0.25
carbohydrateSDC,Romboutsia,0.15545173884205205,1.1257846914090428,1,0.25
timepoint48H,Romboutsia,0.5205257493625431,1.2646927885453023,0.979444839734925,0.25
obesity_groupobesity,Romboutsia,-2.304266443941603,1.474922159088315,0.8565556611897811,0.25
carbohydrateRDC:timepoint48H,Romboutsia,2.309154561964567,1.5213825371032785,0.46457105543883537,0.25
carbohydrateSDC:timepoint48H,Romboutsia,1.135708450736871,1.5197391148305062,0.9034832900514663,0.25
carbohydrateRDC,Roseburia,-0.6075322891715481,1.4520365751964002,0.822399410201661,0.25
carbohydrateSDC,Roseburia,0.6974991478700063,1.4557087384428047,1,0.25
timepoint48H,Roseburia,1.7462618518139557,1.6326971779117643,0.6753428297833974,0.25
obesity_groupobesity,Roseburia,0.8456137051197202,0.8858203933904352,1,0.25
carbohydrateRDC:timepoint48H,Roseburia,2.3699730976970472,1.9673372349919713,0.5240909105480024,0.25
carbohydrateSDC:timepoint48H,Roseburia,0.3731772753373575,1.9653076178135185,0.9660853116113679,0.25
carbohydrateRDC,Ruminiclostridium,-0.8519790284223812,1.4892545174738188,0.7807417686309861,0.25
carbohydrateSDC,Ruminiclostridium,0.016414602721809463,1.4930423742275676,1,0.25
timepoint48H,Ruminiclostridium,1.2889390914529522,1.6743466311955295,0.8578528464371901,0.25
obesity_groupobesity,Ruminiclostridium,0.6516522121214798,0.8728075800525308,1,0.25
carbohydrateRDC:timepoint48H,Ruminiclostridium,1.645810602134038,2.0178096192889403,0.6293097713187306,0.25
carbohydrateSDC:timepoint48H,Ruminiclostridium,1.2969077954456387,2.015737222568337,0.9195664454186039,0.25
carbohydrateRDC,Ruminococcus,-1.6497585229658007,1.5861469943730608,0.7176085151203306,0.25
carbohydrateSDC,Ruminococcus,-0.792022021171931,1.5899791122952853,1,0.25
timepoint48H,Ruminococcus,-2.0406748345507673,1.7856162245428107,0.9571784772014343,0.25
obesity_groupobesity,Ruminococcus,-3.9712406918910315,1.665324257343315,0.49824465245659166,0.25
carbohydrateRDC:timepoint48H,Ruminococcus,2.4111428108211292,2.1487020305644067,0.539212712281527,0.25
carbohydrateSDC:timepoint48H,Ruminococcus,1.2822957022074382,2.1463988981353697,0.9315214066773272,0.25
carbohydrateRDC,Senegalimassilia,-1.2910200166203925,1.2488345302100645,0.7377941391759952,0.25
carbohydrateSDC,Senegalimassilia,-0.3749788080156965,1.2518281136430793,1,0.25
timepoint48H,Senegalimassilia,1.8088485666129024,1.4062466091504948,0.5406702019082186,0.25
obesity_groupobesity,Senegalimassilia,-0.35765917486928744,1.5999659123603531,1,0.25
carbohydrateRDC:timepoint48H,Senegalimassilia,2.5287930847718423,1.691717815072364,0.4791485536926187,0.25
carbohydrateSDC:timepoint48H,Senegalimassilia,2.165149163182629,1.6898917392802737,0.8311008784801689,0.25
carbohydrateRDC,Slackia,0.0703523321576646,1.352636155664226,0.9169767903343589,0.25
carbohydrateSDC,Slackia,0.4486410491035509,1.3558879368256762,1,0.25
timepoint48H,Slackia,3.8211760648528195,1.52298469129043,0.09093176497718408,0.25
obesity_groupobesity,Slackia,-1.2130542100898976,1.597712652272618,0.9720615383823664,0.25
carbohydrateRDC:timepoint48H,Slackia,0.1942064416652978,1.8323462063452425,0.8724920129092788,0.25
carbohydrateSDC:timepoint48H,Slackia,0.6267717695743696,1.8303734606037416,0.9429540439667349,0.25
carbohydrateRDC,Streptococcus,-1.1974530943737558,1.173559877656453,0.707190616878056,0.25
carbohydrateSDC,Streptococcus,0.10076446589001663,1.1764057710608025,1,0.25
timepoint48H,Streptococcus,-0.8001259390411205,1.3209907448473823,1,0.25
obesity_groupobesity,Streptococcus,0.16841165902138666,1.1464687981354544,1,0.25
carbohydrateRDC:timepoint48H,Streptococcus,2.928944441022171,1.5898013146204062,0.4308054404743022,0.25
carbohydrateSDC:timepoint48H,Streptococcus,1.5430050586761048,1.588102830047117,0.8931030387827273,0.25
carbohydrateRDC,Subdoligranulum,-0.9731829607947263,1.1598430323112567,0.71823388896689,0.25
carbohydrateSDC,Subdoligranulum,0.23389019551389403,1.162886480559055,1,0.25
timepoint48H,Subdoligranulum,2.098574915641526,1.3032272972494638,0.33429879616747055,0.25
obesity_groupobesity,Subdoligranulum,0.5581924744915763,0.5618853539527856,1,0.25
carbohydrateRDC:timepoint48H,Subdoligranulum,1.9577038518990697,1.5716996450371539,0.5089741731226427,0.25
carbohydrateSDC:timepoint48H,Subdoligranulum,0.8727020769593133,1.570123434751441,0.9238920303914594,0.25
carbohydrateRDC,Terrisporobacter,-0.7249604480609037,1.3661555548575857,0.8159555066851919,0.25
carbohydrateSDC,Terrisporobacter,0.26224318724473794,1.3694572596947698,1,0.25
timepoint48H,Terrisporobacter,0.9306405063631711,1.537943889897875,0.8758597046299813,0.25
obesity_groupobesity,Terrisporobacter,-3.587461568268432,1.426416008733259,0.47340203651429275,0.25
carbohydrateRDC:timepoint48H,Terrisporobacter,1.512473502418219,1.850688573318899,0.6376910370072691,0.25
carbohydrateSDC:timepoint48H,Terrisporobacter,0.6451160623850439,1.8487054411205361,0.945109230879601,0.25
carbohydrateRDC,Turicibacter,-1.4976676384646241,1.307658551668745,0.7100623891050227,0.25
carbohydrateSDC,Turicibacter,-0.3473255562350123,1.3108062589105087,1,0.25
timepoint48H,Turicibacter,0.0017354671616684955,1.4722799058372704,0.9976664719951992,0.25
obesity_groupobesity,Turicibacter,-1.8693616836369462,1.4927180108488562,0.8759891979453878,0.25
carbohydrateRDC:timepoint48H,Turicibacter,2.7766755852027027,1.7714238547581902,0.4585156861916663,0.25
carbohydrateSDC:timepoint48H,Turicibacter,1.7149640641862591,1.7695189021463147,0.8955032310389944,0.25
carbohydrateRDC,f__Christensenellaceae,-1.0144038671861524,1.3260583075894161,0.7373448061344486,0.25
carbohydrateSDC,f__Christensenellaceae,0.11515024579565486,1.3292580530555531,1,0.25
timepoint48H,f__Christensenellaceae,0.472404967857714,1.4928790979147828,0.9807512316168345,0.25
obesity_groupobesity,f__Christensenellaceae,-0.9803395122412051,1.431220701821805,0.9853714125516044,0.25
carbohydrateRDC:timepoint48H,f__Christensenellaceae,0.9510854337658966,1.7963617391918956,0.7536516388239183,0.25
carbohydrateSDC:timepoint48H,f__Christensenellaceae,-1.031288115548821,1.7944341326700801,0.999102655342505,0.25
carbohydrateRDC,f__Coriobacteriaceae,-0.2715508699633151,1.379815014732,0.8873295273720468,0.25
carbohydrateSDC,f__Coriobacteriaceae,0.44124823606773533,1.3831843409189601,1,0.25
timepoint48H,f__Coriobacteriaceae,0.22229835675717144,1.5528409342001896,0.9734349845932332,0.25
obesity_groupobesity,f__Coriobacteriaceae,-1.0705641004139181,1.2074702324241464,0.9461238667505386,0.25
carbohydrateRDC:timepoint48H,f__Coriobacteriaceae,1.62074745906057,1.8692519691473977,0.630728499848852,0.25
carbohydrateSDC:timepoint48H,f__Coriobacteriaceae,1.2525200678881399,1.8672668803546029,0.92081863362879,0.25
carbohydrateRDC,f__Erysipelotrichaceae,-0.8382779917279417,1.3917334021757861,0.7686777977018243,0.25
carbohydrateSDC,f__Erysipelotrichaceae,0.24032711503181195,1.3950997068370945,1,0.25
timepoint48H,f__Erysipelotrichaceae,-0.01621291522619462,1.56669679372543,0.9992149286637902,0.25
obesity_groupobesity,f__Erysipelotrichaceae,-0.48316681644849413,1.4268576044850518,1,0.25
carbohydrateRDC:timepoint48H,f__Erysipelotrichaceae,0.6950289757506317,1.8853426678660206,0.8287269894537027,0.25
carbohydrateSDC:timepoint48H,f__Erysipelotrichaceae,0.14549001715796028,1.883323886122754,0.9814692520262357,0.25
carbohydrateRDC,f__Family XIII,-1.3655947550265797,1.339664215513917,0.7119706880233476,0.25
carbohydrateSDC,f__Family XIII,-0.32735955793441573,1.3430239347158581,1,0.25
timepoint48H,f__Family XIII,-2.433084860851183,1.5066314546498867,0.8072589963430574,0.25
obesity_groupobesity,f__Family XIII,-2.1247966728288508,0.8781704888652778,0.5126374230232947,0.25
carbohydrateRDC:timepoint48H,f__Family XIII,1.581554160987955,1.8150281958720857,0.6182390266213622,0.25
carbohydrateSDC:timepoint48H,f__Family XIII,0.2904951770131668,1.8131429603035194,0.9755248865014078,0.25
carbohydrateRDC,f__Lachnospiraceae,-1.2515631946152312,1.1513171745329407,0.7068757335869409,0.25
carbohydrateSDC,f__Lachnospiraceae,0.02506496887152282,1.1542624777778219,1,0.25
timepoint48H,f__Lachnospiraceae,0.9334707816785692,1.2942515633874583,0.9190859090309003,0.25
obesity_groupobesity,f__Lachnospiraceae,-0.4457910153131728,0.646712333544585,0.9836037128440197,0.25
carbohydrateRDC:timepoint48H,f__Lachnospiraceae,1.6395561050323832,1.5599705728662399,0.5405965346993071,0.25
carbohydrateSDC:timepoint48H,f__Lachnospiraceae,1.0332406406303827,1.5583757273003735,0.9148249009337084,0.25
