feature,metadata,value,maaslin_coef,maaslin_q,maaslin_joint_q,key,parameter,aldex_est,aldex_q,s_var,key_guess
Collinsella,obesity_group,obesity,1.1143470078364626,0.8006980492249359,0.8770115394723557,Collinsella||obesity_group||obesity,obesity_groupobesity,0.805189577814633,1,0.25,Collinsella||obesity_groupobesity
f__Lachnospiraceae,carbohydrate,SDC:timepoint48H,1.5891963411886938,0.8006980492249359,0.8770115394723557,f__Lachnospiraceae||carbohydrate||SDC:timepoint48H,carbohydrateRDC,-1.2521643377265426,0.7064618251521337,0.25,f__Lachnospiraceae||carbohydrateRDC
f__Lachnospiraceae,carbohydrate,SDC:timepoint48H,1.5891963411886938,0.8006980492249359,0.8770115394723557,f__Lachnospiraceae||carbohydrate||SDC:timepoint48H,carbohydrateSDC,0.02449669539931539,1,0.25,f__Lachnospiraceae||carbohydrateSDC
f__Lachnospiraceae,carbohydrate,SDC:timepoint48H,1.5891963411886938,0.8006980492249359,0.8770115394723557,f__Lachnospiraceae||carbohydrate||SDC:timepoint48H,timepoint48H,0.9336621616736758,0.9189477934475808,0.25,f__Lachnospiraceae||timepoint48H
f__Lachnospiraceae,carbohydrate,SDC:timepoint48H,1.5891963411886938,0.8006980492249359,0.8770115394723557,f__Lachnospiraceae||carbohydrate||SDC:timepoint48H,carbohydrateRDC:timepoint48H,1.6406772303569417,0.5400503002863329,0.25,f__Lachnospiraceae||carbohydrateRDC:timepoint48H
f__Lachnospiraceae,carbohydrate,SDC:timepoint48H,1.5891963411886938,0.8006980492249359,0.8770115394723557,f__Lachnospiraceae||carbohydrate||SDC:timepoint48H,carbohydrateSDC:timepoint48H,1.0343045501690615,0.9145953095074776,0.25,f__Lachnospiraceae||carbohydrateSDC:timepoint48H
Holdemanella,carbohydrate,SDC:timepoint48H,3.270520510831,0.8006980492249359,0.8770115394723557,Holdemanella||carbohydrate||SDC:timepoint48H,carbohydrateRDC,-1.781367168749857,0.7160455493675894,0.25,Holdemanella||carbohydrateRDC
Holdemanella,carbohydrate,SDC:timepoint48H,3.270520510831,0.8006980492249359,0.8770115394723557,Holdemanella||carbohydrate||SDC:timepoint48H,carbohydrateSDC,-0.24423318396586452,1,0.25,Holdemanella||carbohydrateSDC
Holdemanella,carbohydrate,SDC:timepoint48H,3.270520510831,0.8006980492249359,0.8770115394723557,Holdemanella||carbohydrate||SDC:timepoint48H,timepoint48H,1.8282933038547424,0.6399992111541827,0.25,Holdemanella||timepoint48H
Holdemanella,carbohydrate,SDC:timepoint48H,3.270520510831,0.8006980492249359,0.8770115394723557,Holdemanella||carbohydrate||SDC:timepoint48H,carbohydrateRDC:timepoint48H,4.093330989195869,0.3818749350826719,0.25,Holdemanella||carbohydrateRDC:timepoint48H
Holdemanella,carbohydrate,SDC:timepoint48H,3.270520510831,0.8006980492249359,0.8770115394723557,Holdemanella||carbohydrate||SDC:timepoint48H,carbohydrateSDC:timepoint48H,2.784919980490193,0.8365238965038158,0.25,Holdemanella||carbohydrateSDC:timepoint48H
Actinomyces,obesity_group,obesity,0.6696289215450367,0.8203467285084257,0.900983315964842,Actinomyces||obesity_group||obesity,obesity_groupobesity,-0.8225926754299335,0.8652815361849143,0.25,Actinomyces||obesity_groupobesity
Holdemania,carbohydrate,RDC,0.9465292955822278,0.8203467285084257,0.7093404816207732,Holdemania||carbohydrate||RDC,carbohydrateRDC,-0.7512463535764098,0.8079843905216302,0.25,Holdemania||carbohydrateRDC
Holdemania,carbohydrate,RDC,0.9465292955822278,0.8203467285084257,0.7093404816207732,Holdemania||carbohydrate||RDC,carbohydrateSDC,0.2517854860140298,1,0.25,Holdemania||carbohydrateSDC
Holdemania,carbohydrate,RDC,0.9465292955822278,0.8203467285084257,0.7093404816207732,Holdemania||carbohydrate||RDC,carbohydrateRDC:timepoint48H,2.109930663713581,0.5559455837316807,0.25,Holdemania||carbohydrateRDC:timepoint48H
Holdemania,carbohydrate,RDC,0.9465292955822278,0.8203467285084257,0.7093404816207732,Holdemania||carbohydrate||RDC,carbohydrateSDC:timepoint48H,0.9417424799600383,0.931441615881348,0.25,Holdemania||carbohydrateSDC:timepoint48H
Holdemania,carbohydrate,SDC,0.9457996516333316,0.8203467285084257,0.7093404816207732,Holdemania||carbohydrate||SDC,carbohydrateRDC,-0.7512463535764098,0.8079843905216302,0.25,Holdemania||carbohydrateRDC
Holdemania,carbohydrate,SDC,0.9457996516333316,0.8203467285084257,0.7093404816207732,Holdemania||carbohydrate||SDC,carbohydrateSDC,0.2517854860140298,1,0.25,Holdemania||carbohydrateSDC
Holdemania,carbohydrate,SDC,0.9457996516333316,0.8203467285084257,0.7093404816207732,Holdemania||carbohydrate||SDC,carbohydrateRDC:timepoint48H,2.109930663713581,0.5559455837316807,0.25,Holdemania||carbohydrateRDC:timepoint48H
Holdemania,carbohydrate,SDC,0.9457996516333316,0.8203467285084257,0.7093404816207732,Holdemania||carbohydrate||SDC,carbohydrateSDC:timepoint48H,0.9417424799600383,0.931441615881348,0.25,Holdemania||carbohydrateSDC:timepoint48H
Ruminococcus,carbohydrate,RDC,1.501696777752552,0.8203467285084257,0.8988444752487175,Ruminococcus||carbohydrate||RDC,carbohydrateRDC,-1.6498324634487624,0.7169738165848577,0.25,Ruminococcus||carbohydrateRDC
Ruminococcus,carbohydrate,RDC,1.501696777752552,0.8203467285084257,0.8988444752487175,Ruminococcus||carbohydrate||RDC,carbohydrateSDC,-0.7921161802004779,1,0.25,Ruminococcus||carbohydrateSDC
Ruminococcus,carbohydrate,RDC,1.501696777752552,0.8203467285084257,0.8988444752487175,Ruminococcus||carbohydrate||RDC,carbohydrateRDC:timepoint48H,2.411197335761053,0.5387297382841357,0.25,Ruminococcus||carbohydrateRDC:timepoint48H
Ruminococcus,carbohydrate,RDC,1.501696777752552,0.8203467285084257,0.8988444752487175,Ruminococcus||carbohydrate||RDC,carbohydrateSDC:timepoint48H,1.2824324020575464,0.9313056651502912,0.25,Ruminococcus||carbohydrateSDC:timepoint48H
Streptococcus,obesity_group,obesity,0.9566135283191668,0.8203467285084257,0.8923285564544978,Streptococcus||obesity_group||obesity,obesity_groupobesity,0.1684806251505576,1,0.25,Streptococcus||obesity_groupobesity
Senegalimassilia,carbohydrate,SDC:timepoint48H,2.3734363700427465,0.8285791876764491,0.908694438998525,Senegalimassilia||carbohydrate||SDC:timepoint48H,carbohydrateRDC,-1.2909435198983463,0.7374528569185441,0.25,Senegalimassilia||carbohydrateRDC
Senegalimassilia,carbohydrate,SDC:timepoint48H,2.3734363700427465,0.8285791876764491,0.908694438998525,Senegalimassilia||carbohydrate||SDC:timepoint48H,carbohydrateSDC,-0.3748425567309731,1,0.25,Senegalimassilia||carbohydrateSDC
Senegalimassilia,carbohydrate,SDC:timepoint48H,2.3734363700427465,0.8285791876764491,0.908694438998525,Senegalimassilia||carbohydrate||SDC:timepoint48H,timepoint48H,1.8089557155757785,0.5404031670431548,0.25,Senegalimassilia||timepoint48H
Senegalimassilia,carbohydrate,SDC:timepoint48H,2.3734363700427465,0.8285791876764491,0.908694438998525,Senegalimassilia||carbohydrate||SDC:timepoint48H,carbohydrateRDC:timepoint48H,2.5288155426450887,0.47847599656001066,0.25,Senegalimassilia||carbohydrateRDC:timepoint48H
Senegalimassilia,carbohydrate,SDC:timepoint48H,2.3734363700427465,0.8285791876764491,0.908694438998525,Senegalimassilia||carbohydrate||SDC:timepoint48H,carbohydrateSDC:timepoint48H,2.1651213292671683,0.8306056128155955,0.25,Senegalimassilia||carbohydrateSDC:timepoint48H
Other,carbohydrate,SDC:timepoint48H,1.956909308139747,0.845571382532665,0.9351153347637488,Other||carbohydrate||SDC:timepoint48H,carbohydrateRDC,-1.3848179802774832,0.7332787845248883,0.25,Other||carbohydrateRDC
Other,carbohydrate,SDC:timepoint48H,1.956909308139747,0.845571382532665,0.9351153347637488,Other||carbohydrate||SDC:timepoint48H,carbohydrateSDC,-0.9762592705952354,1,0.25,Other||carbohydrateSDC
Other,carbohydrate,SDC:timepoint48H,1.956909308139747,0.845571382532665,0.9351153347637488,Other||carbohydrate||SDC:timepoint48H,timepoint48H,3.195474936441849,0.13997667883493034,0.25,Other||timepoint48H
Other,carbohydrate,SDC:timepoint48H,1.956909308139747,0.845571382532665,0.9351153347637488,Other||carbohydrate||SDC:timepoint48H,carbohydrateRDC:timepoint48H,2.1574200290423917,0.5221093780440771,0.25,Other||carbohydrateRDC:timepoint48H
Other,carbohydrate,SDC:timepoint48H,1.956909308139747,0.845571382532665,0.9351153347637488,Other||carbohydrate||SDC:timepoint48H,carbohydrateSDC:timepoint48H,1.501369195919134,0.9018409437288062,0.25,Other||carbohydrateSDC:timepoint48H
Paenibacillus,carbohydrate,SDC,0.8748185230352977,0.845571382532665,0.9351153347637488,Paenibacillus||carbohydrate||SDC,carbohydrateRDC,-1.0616650312721447,0.739008754960269,0.25,Paenibacillus||carbohydrateRDC
Paenibacillus,carbohydrate,SDC,0.8748185230352977,0.845571382532665,0.9351153347637488,Paenibacillus||carbohydrate||SDC,carbohydrateSDC,-0.43991115308917783,1,0.25,Paenibacillus||carbohydrateSDC
Paenibacillus,carbohydrate,SDC,0.8748185230352977,0.845571382532665,0.9351153347637488,Paenibacillus||carbohydrate||SDC,carbohydrateRDC:timepoint48H,2.1962151056607135,0.5530753031448552,0.25,Paenibacillus||carbohydrateRDC:timepoint48H
Paenibacillus,carbohydrate,SDC,0.8748185230352977,0.845571382532665,0.9351153347637488,Paenibacillus||carbohydrate||SDC,carbohydrateSDC:timepoint48H,1.7427696009148106,0.902329965449975,0.25,Paenibacillus||carbohydrateSDC:timepoint48H
Paenibacillus,carbohydrate,SDC:timepoint48H,-1.5252506017130325,0.8529226117095119,0.9380649629902746,Paenibacillus||carbohydrate||SDC:timepoint48H,carbohydrateRDC,-1.0616650312721447,0.739008754960269,0.25,Paenibacillus||carbohydrateRDC
Paenibacillus,carbohydrate,SDC:timepoint48H,-1.5252506017130325,0.8529226117095119,0.9380649629902746,Paenibacillus||carbohydrate||SDC:timepoint48H,carbohydrateSDC,-0.43991115308917783,1,0.25,Paenibacillus||carbohydrateSDC
Paenibacillus,carbohydrate,SDC:timepoint48H,-1.5252506017130325,0.8529226117095119,0.9380649629902746,Paenibacillus||carbohydrate||SDC:timepoint48H,timepoint48H,-3.5972692495310303,0.5482822017060631,0.25,Paenibacillus||timepoint48H
Paenibacillus,carbohydrate,SDC:timepoint48H,-1.5252506017130325,0.8529226117095119,0.9380649629902746,Paenibacillus||carbohydrate||SDC:timepoint48H,carbohydrateRDC:timepoint48H,2.1962151056607135,0.5530753031448552,0.25,Paenibacillus||carbohydrateRDC:timepoint48H
Paenibacillus,carbohydrate,SDC:timepoint48H,-1.5252506017130325,0.8529226117095119,0.9380649629902746,Paenibacillus||carbohydrate||SDC:timepoint48H,carbohydrateSDC:timepoint48H,1.7427696009148106,0.902329965449975,0.25,Paenibacillus||carbohydrateSDC:timepoint48H
Ruminiclostridium,obesity_group,obesity,0.6813954075153551,0.8529226117095119,0.9380649629902746,Ruminiclostridium||obesity_group||obesity,obesity_groupobesity,0.6538241934499823,1,0.25,Ruminiclostridium||obesity_groupobesity
Senegalimassilia,timepoint,48H,1.803187496308629,0.8529226117095119,0.9380649629902746,Senegalimassilia||timepoint||48H,timepoint48H,1.8089557155757785,0.5404031670431548,0.25,Senegalimassilia||timepoint48H
Senegalimassilia,timepoint,48H,1.803187496308629,0.8529226117095119,0.9380649629902746,Senegalimassilia||timepoint||48H,carbohydrateRDC:timepoint48H,2.5288155426450887,0.47847599656001066,0.25,Senegalimassilia||carbohydrateRDC:timepoint48H
Senegalimassilia,timepoint,48H,1.803187496308629,0.8529226117095119,0.9380649629902746,Senegalimassilia||timepoint||48H,carbohydrateSDC:timepoint48H,2.1651213292671683,0.8306056128155955,0.25,Senegalimassilia||carbohydrateSDC:timepoint48H
Slackia,timepoint,48H,1.8926188961317856,0.8529226117095119,0.7093404816207732,Slackia||timepoint||48H,timepoint48H,3.8215395557760505,0.0906823535187438,0.25,Slackia||timepoint48H
Slackia,timepoint,48H,1.8926188961317856,0.8529226117095119,0.7093404816207732,Slackia||timepoint||48H,carbohydrateRDC:timepoint48H,0.19415276107928972,0.8725137032335067,0.25,Slackia||carbohydrateRDC:timepoint48H
Slackia,timepoint,48H,1.8926188961317856,0.8529226117095119,0.7093404816207732,Slackia||timepoint||48H,carbohydrateSDC:timepoint48H,0.6266820764784735,0.942794201449264,0.25,Slackia||carbohydrateSDC:timepoint48H
Clostridium,carbohydrate,RDC:timepoint48H,1.5850427372374312,0.8571829191453927,0.940866899275942,Clostridium||carbohydrate||RDC:timepoint48H,carbohydrateRDC,-1.121652774384593,0.7336037475335895,0.25,Clostridium||carbohydrateRDC
Clostridium,carbohydrate,RDC:timepoint48H,1.5850427372374312,0.8571829191453927,0.940866899275942,Clostridium||carbohydrate||RDC:timepoint48H,carbohydrateSDC,-0.2469763144280594,1,0.25,Clostridium||carbohydrateSDC
Clostridium,carbohydrate,RDC:timepoint48H,1.5850427372374312,0.8571829191453927,0.940866899275942,Clostridium||carbohydrate||RDC:timepoint48H,timepoint48H,7.647137353725004,7.274901489450928e-6,0.25,Clostridium||timepoint48H
Clostridium,carbohydrate,RDC:timepoint48H,1.5850427372374312,0.8571829191453927,0.940866899275942,Clostridium||carbohydrate||RDC:timepoint48H,carbohydrateRDC:timepoint48H,1.750037571161022,0.5701678809700003,0.25,Clostridium||carbohydrateRDC:timepoint48H
Clostridium,carbohydrate,RDC:timepoint48H,1.5850427372374312,0.8571829191453927,0.940866899275942,Clostridium||carbohydrate||RDC:timepoint48H,carbohydrateSDC:timepoint48H,0.5259839102344607,0.962559428100742,0.25,Clostridium||carbohydrateSDC:timepoint48H
Marvinbryantia,timepoint,48H,-1.5857147854736229,0.8832207258996726,0.0029039856718768,Marvinbryantia||timepoint||48H,timepoint48H,-3.939663628973391,0.43730514209982,0.25,Marvinbryantia||timepoint48H
Marvinbryantia,timepoint,48H,-1.5857147854736229,0.8832207258996726,0.0029039856718768,Marvinbryantia||timepoint||48H,carbohydrateRDC:timepoint48H,2.8306522056582857,0.4789722198294019,0.25,Marvinbryantia||carbohydrateRDC:timepoint48H
Marvinbryantia,timepoint,48H,-1.5857147854736229,0.8832207258996726,0.0029039856718768,Marvinbryantia||timepoint||48H,carbohydrateSDC:timepoint48H,2.4146059630455583,0.8703025223048524,0.25,Marvinbryantia||carbohydrateSDC:timepoint48H
Adlercreutzia,carbohydrate,SDC,0.997747382776722,0.8855032436588889,0.9618767143182508,Adlercreutzia||carbohydrate||SDC,carbohydrateRDC,-0.7780007500539575,0.7910238806253035,0.25,Adlercreutzia||carbohydrateRDC
Adlercreutzia,carbohydrate,SDC,0.997747382776722,0.8855032436588889,0.9618767143182508,Adlercreutzia||carbohydrate||SDC,carbohydrateSDC,-0.4432438250806788,1,0.25,Adlercreutzia||carbohydrateSDC
Adlercreutzia,carbohydrate,SDC,0.997747382776722,0.8855032436588889,0.9618767143182508,Adlercreutzia||carbohydrate||SDC,carbohydrateRDC:timepoint48H,1.4377899598157189,0.6683256118189105,0.25,Adlercreutzia||carbohydrateRDC:timepoint48H
Adlercreutzia,carbohydrate,SDC,0.997747382776722,0.8855032436588889,0.9618767143182508,Adlercreutzia||carbohydrate||SDC,carbohydrateSDC:timepoint48H,1.3575488453814455,0.9126826111711396,0.25,Adlercreutzia||carbohydrateSDC:timepoint48H
Eggerthella,carbohydrate,RDC:timepoint48H,1.4869437702105577,0.8855032436588889,0.9618767143182508,Eggerthella||carbohydrate||RDC:timepoint48H,carbohydrateRDC,-1.5465491859263694,0.7106363459147164,0.25,Eggerthella||carbohydrateRDC
Eggerthella,carbohydrate,RDC:timepoint48H,1.4869437702105577,0.8855032436588889,0.9618767143182508,Eggerthella||carbohydrate||RDC:timepoint48H,carbohydrateSDC,-0.4366613330547584,1,0.25,Eggerthella||carbohydrateSDC
Eggerthella,carbohydrate,RDC:timepoint48H,1.4869437702105577,0.8855032436588889,0.9618767143182508,Eggerthella||carbohydrate||RDC:timepoint48H,timepoint48H,6.001402855084357,2.696016409168944e-4,0.25,Eggerthella||timepoint48H
Eggerthella,carbohydrate,RDC:timepoint48H,1.4869437702105577,0.8855032436588889,0.9618767143182508,Eggerthella||carbohydrate||RDC:timepoint48H,carbohydrateRDC:timepoint48H,1.5198623005662066,0.5971415480934426,0.25,Eggerthella||carbohydrateRDC:timepoint48H
Eggerthella,carbohydrate,RDC:timepoint48H,1.4869437702105577,0.8855032436588889,0.9618767143182508,Eggerthella||carbohydrate||RDC:timepoint48H,carbohydrateSDC:timepoint48H,0.5532768959900318,0.9490780948917944,0.25,Eggerthella||carbohydrateSDC:timepoint48H
Collinsella,timepoint,48H,1.2785528506751644,0.8971954473452687,0.9721802284873706,Collinsella||timepoint||48H,timepoint48H,2.7322352963463934,0.3556783568716549,0.25,Collinsella||timepoint48H
Collinsella,timepoint,48H,1.2785528506751644,0.8971954473452687,0.9721802284873706,Collinsella||timepoint||48H,carbohydrateRDC:timepoint48H,4.624053917753281,0.3774297936792237,0.25,Collinsella||carbohydrateRDC:timepoint48H
Collinsella,timepoint,48H,1.2785528506751644,0.8971954473452687,0.9721802284873706,Collinsella||timepoint||48H,carbohydrateSDC:timepoint48H,3.325460580729446,0.8299822847377112,0.25,Collinsella||carbohydrateSDC:timepoint48H
Faecalibacterium,obesity_group,obesity,1.0047232095166705,0.8971954473452687,0.9721802284873706,Faecalibacterium||obesity_group||obesity,obesity_groupobesity,0.655849011521633,1,0.25,Faecalibacterium||obesity_groupobesity
Lactococcus,carbohydrate,SDC:timepoint48H,1.7602538717893317,0.9122822557383248,0.9783047915843812,Lactococcus||carbohydrate||SDC:timepoint48H,carbohydrateRDC,-1.1182878600931525,0.7379897817250379,0.25,Lactococcus||carbohydrateRDC
Lactococcus,carbohydrate,SDC:timepoint48H,1.7602538717893317,0.9122822557383248,0.9783047915843812,Lactococcus||carbohydrate||SDC:timepoint48H,carbohydrateSDC,-0.6705989418351164,1,0.25,Lactococcus||carbohydrateSDC
Lactococcus,carbohydrate,SDC:timepoint48H,1.7602538717893317,0.9122822557383248,0.9783047915843812,Lactococcus||carbohydrate||SDC:timepoint48H,timepoint48H,-1.920403226374899,0.8903387773145286,0.25,Lactococcus||timepoint48H
Lactococcus,carbohydrate,SDC:timepoint48H,1.7602538717893317,0.9122822557383248,0.9783047915843812,Lactococcus||carbohydrate||SDC:timepoint48H,carbohydrateRDC:timepoint48H,2.447939981642038,0.49148335352665296,0.25,Lactococcus||carbohydrateRDC:timepoint48H
Lactococcus,carbohydrate,SDC:timepoint48H,1.7602538717893317,0.9122822557383248,0.9783047915843812,Lactococcus||carbohydrate||SDC:timepoint48H,carbohydrateSDC:timepoint48H,2.174720482751876,0.853048799385414,0.25,Lactococcus||carbohydrateSDC:timepoint48H
Marvinbryantia,carbohydrate,RDC:timepoint48H,1.860419624434468,0.9144684614212932,0.9783047915843812,Marvinbryantia||carbohydrate||RDC:timepoint48H,carbohydrateRDC,-1.3255453442884917,0.7190469794013413,0.25,Marvinbryantia||carbohydrateRDC
Marvinbryantia,carbohydrate,RDC:timepoint48H,1.860419624434468,0.9144684614212932,0.9783047915843812,Marvinbryantia||carbohydrate||RDC:timepoint48H,carbohydrateSDC,-0.307599420343672,1,0.25,Marvinbryantia||carbohydrateSDC
Marvinbryantia,carbohydrate,RDC:timepoint48H,1.860419624434468,0.9144684614212932,0.9783047915843812,Marvinbryantia||carbohydrate||RDC:timepoint48H,timepoint48H,-3.939663628973391,0.43730514209982,0.25,Marvinbryantia||timepoint48H
Marvinbryantia,carbohydrate,RDC:timepoint48H,1.860419624434468,0.9144684614212932,0.9783047915843812,Marvinbryantia||carbohydrate||RDC:timepoint48H,carbohydrateRDC:timepoint48H,2.8306522056582857,0.4789722198294019,0.25,Marvinbryantia||carbohydrateRDC:timepoint48H
Marvinbryantia,carbohydrate,RDC:timepoint48H,1.860419624434468,0.9144684614212932,0.9783047915843812,Marvinbryantia||carbohydrate||RDC:timepoint48H,carbohydrateSDC:timepoint48H,2.4146059630455583,0.8703025223048524,0.25,Marvinbryantia||carbohydrateSDC:timepoint48H
Intestinibacter,carbohydrate,SDC:timepoint48H,1.4474696003081675,0.9167041271149928,0.9849144782664006,Intestinibacter||carbohydrate||SDC:timepoint48H,carbohydrateRDC,-1.0560265035976002,0.7380976364773356,0.25,Intestinibacter||carbohydrateRDC
Intestinibacter,carbohydrate,SDC:timepoint48H,1.4474696003081675,0.9167041271149928,0.9849144782664006,Intestinibacter||carbohydrate||SDC:timepoint48H,carbohydrateSDC,0.01340190996792485,1,0.25,Intestinibacter||carbohydrateSDC
Intestinibacter,carbohydrate,SDC:timepoint48H,1.4474696003081675,0.9167041271149928,0.9849144782664006,Intestinibacter||carbohydrate||SDC:timepoint48H,timepoint48H,2.2807168162025393,0.39533891425001205,0.25,Intestinibacter||timepoint48H
Intestinibacter,carbohydrate,SDC:timepoint48H,1.4474696003081675,0.9167041271149928,0.9849144782664006,Intestinibacter||carbohydrate||SDC:timepoint48H,carbohydrateRDC:timepoint48H,1.8625239941782643,0.558501614453007,0.25,Intestinibacter||carbohydrateRDC:timepoint48H
Intestinibacter,carbohydrate,SDC:timepoint48H,1.4474696003081675,0.9167041271149928,0.9849144782664006,Intestinibacter||carbohydrate||SDC:timepoint48H,carbohydrateSDC:timepoint48H,0.4889399247102847,0.9634454000464978,0.25,Intestinibacter||carbohydrateSDC:timepoint48H
Romboutsia,obesity_group,obesity,-0.9110142088925496,0.9167041271149928,0.8693400324782442,Romboutsia||obesity_group||obesity,obesity_groupobesity,-2.3041903695604913,0.7862591017359624,0.25,Romboutsia||obesity_groupobesity
Blautia,carbohydrate,RDC:timepoint48H,1.233815677429102,0.9186546175427196,0.9849144782664006,Blautia||carbohydrate||RDC:timepoint48H,carbohydrateRDC,-1.4101671687778758,0.7064618251521337,0.25,Blautia||carbohydrateRDC
Blautia,carbohydrate,RDC:timepoint48H,1.233815677429102,0.9186546175427196,0.9849144782664006,Blautia||carbohydrate||RDC:timepoint48H,carbohydrateSDC,0.04151393832795844,1,0.25,Blautia||carbohydrateSDC
Blautia,carbohydrate,RDC:timepoint48H,1.233815677429102,0.9186546175427196,0.9849144782664006,Blautia||carbohydrate||RDC:timepoint48H,timepoint48H,-0.3038439394806882,1,0.25,Blautia||timepoint48H
Blautia,carbohydrate,RDC:timepoint48H,1.233815677429102,0.9186546175427196,0.9849144782664006,Blautia||carbohydrate||RDC:timepoint48H,carbohydrateRDC:timepoint48H,2.4338586700981257,0.4560382607634186,0.25,Blautia||carbohydrateRDC:timepoint48H
Blautia,carbohydrate,RDC:timepoint48H,1.233815677429102,0.9186546175427196,0.9849144782664006,Blautia||carbohydrate||RDC:timepoint48H,carbohydrateSDC:timepoint48H,1.7209294021416175,0.8893020353334591,0.25,Blautia||carbohydrateSDC:timepoint48H
Ruminiclostridium,carbohydrate,SDC:timepoint48H,1.3178742911824737,0.9186546175427196,0.9849144782664006,Ruminiclostridium||carbohydrate||SDC:timepoint48H,carbohydrateRDC,-0.8516827647582929,0.7803243503282766,0.25,Ruminiclostridium||carbohydrateRDC
Ruminiclostridium,carbohydrate,SDC:timepoint48H,1.3178742911824737,0.9186546175427196,0.9849144782664006,Ruminiclostridium||carbohydrate||SDC:timepoint48H,carbohydrateSDC,0.01667158824269338,1,0.25,Ruminiclostridium||carbohydrateSDC
Ruminiclostridium,carbohydrate,SDC:timepoint48H,1.3178742911824737,0.9186546175427196,0.9849144782664006,Ruminiclostridium||carbohydrate||SDC:timepoint48H,timepoint48H,1.2893942300660477,0.8574171507833477,0.25,Ruminiclostridium||timepoint48H
Ruminiclostridium,carbohydrate,SDC:timepoint48H,1.3178742911824737,0.9186546175427196,0.9849144782664006,Ruminiclostridium||carbohydrate||SDC:timepoint48H,carbohydrateRDC:timepoint48H,1.64605789896775,0.6289164436763669,0.25,Ruminiclostridium||carbohydrateRDC:timepoint48H
Ruminiclostridium,carbohydrate,SDC:timepoint48H,1.3178742911824737,0.9186546175427196,0.9849144782664006,Ruminiclostridium||carbohydrate||SDC:timepoint48H,carbohydrateSDC:timepoint48H,1.2967733171901383,0.9193522562875672,0.25,Ruminiclostridium||carbohydrateSDC:timepoint48H
Eubacterium,carbohydrate,RDC:timepoint48H,1.250891199594906,0.9420407788223614,0.6573119259572299,Eubacterium||carbohydrate||RDC:timepoint48H,carbohydrateRDC,-1.366388795226604,0.7064618251521337,0.25,Eubacterium||carbohydrateRDC
Eubacterium,carbohydrate,RDC:timepoint48H,1.250891199594906,0.9420407788223614,0.6573119259572299,Eubacterium||carbohydrate||RDC:timepoint48H,carbohydrateSDC,0.03649007742242301,1,0.25,Eubacterium||carbohydrateSDC
Eubacterium,carbohydrate,RDC:timepoint48H,1.250891199594906,0.9420407788223614,0.6573119259572299,Eubacterium||carbohydrate||RDC:timepoint48H,timepoint48H,-1.8415032743858992,0.9609672137643908,0.25,Eubacterium||timepoint48H
Eubacterium,carbohydrate,RDC:timepoint48H,1.250891199594906,0.9420407788223614,0.6573119259572299,Eubacterium||carbohydrate||RDC:timepoint48H,carbohydrateRDC:timepoint48H,1.8209533910340772,0.5417781780222731,0.25,Eubacterium||carbohydrateRDC:timepoint48H
Eubacterium,carbohydrate,RDC:timepoint48H,1.250891199594906,0.9420407788223614,0.6573119259572299,Eubacterium||carbohydrate||RDC:timepoint48H,carbohydrateSDC:timepoint48H,1.1834203035294086,0.9109752405480444,0.25,Eubacterium||carbohydrateSDC:timepoint48H
f__Christensenellaceae,obesity_group,obesity,0.8818887760699644,0.9420407788223614,0.8794649184161271,f__Christensenellaceae||obesity_group||obesity,obesity_groupobesity,-0.9803653585080888,0.979562006391796,0.25,f__Christensenellaceae||obesity_groupobesity
Paenibacillus,carbohydrate,RDC:timepoint48H,-1.349015732116522,0.9420407788223614,0.999976442700979,Paenibacillus||carbohydrate||RDC:timepoint48H,carbohydrateRDC,-1.0616650312721447,0.739008754960269,0.25,Paenibacillus||carbohydrateRDC
Paenibacillus,carbohydrate,RDC:timepoint48H,-1.349015732116522,0.9420407788223614,0.999976442700979,Paenibacillus||carbohydrate||RDC:timepoint48H,carbohydrateSDC,-0.43991115308917783,1,0.25,Paenibacillus||carbohydrateSDC
Paenibacillus,carbohydrate,RDC:timepoint48H,-1.349015732116522,0.9420407788223614,0.999976442700979,Paenibacillus||carbohydrate||RDC:timepoint48H,timepoint48H,-3.5972692495310303,0.5482822017060631,0.25,Paenibacillus||timepoint48H
Paenibacillus,carbohydrate,RDC:timepoint48H,-1.349015732116522,0.9420407788223614,0.999976442700979,Paenibacillus||carbohydrate||RDC:timepoint48H,carbohydrateRDC:timepoint48H,2.1962151056607135,0.5530753031448552,0.25,Paenibacillus||carbohydrateRDC:timepoint48H
Paenibacillus,carbohydrate,RDC:timepoint48H,-1.349015732116522,0.9420407788223614,0.999976442700979,Paenibacillus||carbohydrate||RDC:timepoint48H,carbohydrateSDC:timepoint48H,1.7427696009148106,0.902329965449975,0.25,Paenibacillus||carbohydrateSDC:timepoint48H
Eggerthella,carbohydrate,SDC:timepoint48H,1.341486825257313,0.9436169097014696,0.999976442700979,Eggerthella||carbohydrate||SDC:timepoint48H,carbohydrateRDC,-1.5465491859263694,0.7106363459147164,0.25,Eggerthella||carbohydrateRDC
Eggerthella,carbohydrate,SDC:timepoint48H,1.341486825257313,0.9436169097014696,0.999976442700979,Eggerthella||carbohydrate||SDC:timepoint48H,carbohydrateSDC,-0.4366613330547584,1,0.25,Eggerthella||carbohydrateSDC
