feature,effect,ancom_lfc,ancom_se,ancom_q
g__*Soleaferrea,carb_timeRDC_48H,-0.0013666665817631196,0.31414090482248913,0.9984993243450201
o__Clostridiales,carb_timeRDC_48H,-0.3307979920430648,0.507793855893814,0.6881329221559778
Acetanaerobacterium,carb_timeSDC_0H,0,0.4132764341113591,1
Actinomyces,carb_timeSDC_0H,0.06656275203271436,0.2818454996522845,1
Adlercreutzia,carb_timeSDC_0H,0.17441888578059025,0.3346406868203801,1
Akkermansia,carb_timeSDC_0H,-0.3139049684569659,0.5339134390338688,1
Alistipes,carb_timeSDC_0H,-0.49641627457968446,0.669060752208821,1
Anaerococcus,carb_timeSDC_0H,0.06699616355579663,0.7133476613991008,1
Anaerofilum,carb_timeSDC_0H,0,0.4132764341113591,1
Anaerostipes,carb_timeSDC_0H,0.007896299266241255,0.37241051067699577,1
Anaerotruncus,carb_timeSDC_0H,0.005621239269171107,0.6225163765076638,1
Bacteroides,carb_timeSDC_0H,0.028155638457498335,0.5866676341150591,1
Barnesiella,carb_timeSDC_0H,0,0.4132764341113591,1
Bifidobacterium,carb_timeSDC_0H,0.10238077148250445,0.3932506953899173,1
Bilophila,carb_timeSDC_0H,-0.2418787606939061,1.0338089935974228,1
Blautia,carb_timeSDC_0H,-0.0017279716476142197,0.3053256752890323,1
Butyricimonas,carb_timeSDC_0H,0,0.4132764341113591,1
Carnobacterium,carb_timeSDC_0H,-4.058005643891157,0.909355295970295,0.21131346811941787
Catenibacterium,carb_timeSDC_0H,-0.31067349402992894,0.5469569308725432,1
Clostridium,carb_timeSDC_0H,0.12628197775046587,0.44013901068056205,1
Collinsella,carb_timeSDC_0H,-0.1331236006963996,0.4164614106204359,1
Coprococcus,carb_timeSDC_0H,-0.1577292530481469,0.35863658398432,1
Dialister,carb_timeSDC_0H,0.05745188251512243,0.4706255930846119,1
Dielma,carb_timeSDC_0H,0,0.4132764341113591,1
Dorea,carb_timeSDC_0H,6.430049641389602e-5,0.344369634242372,1
Eggerthella,carb_timeSDC_0H,0.09113660445367293,0.37700869637228684,1
Eisenbergiella,carb_timeSDC_0H,-0.5266841682605917,0.7293765722375951,1
Enterococcus,carb_timeSDC_0H,-0.34044970473496133,1.1882159408762434,1
Erysipelatoclostridium,carb_timeSDC_0H,0.26806168880633613,0.36704376357117835,1
Escherichia,carb_timeSDC_0H,-0.27743634922993493,0.9726704362306624,1
Eubacterium,carb_timeSDC_0H,0.019662546084185592,0.34715552078250056,1
Faecalibacterium,carb_timeSDC_0H,0.025807794535115516,0.4561811676237498,1
Faecalitalea,carb_timeSDC_0H,-0.03303720402654026,0.4248001160071988,1
Finegoldia,carb_timeSDC_0H,1.5972362333191998,1.2589637784873517,1
Flavonifractor,carb_timeSDC_0H,0,0.4132764341113591,1
Fusicatenibacter,carb_timeSDC_0H,0.09013480692271145,0.43442285846824935,1
Gordonibacter,carb_timeSDC_0H,-0.11998052159342253,0.29184628042792327,1
Holdemanella,carb_timeSDC_0H,-0.10937265021688271,0.6256425987571832,1
Holdemania,carb_timeSDC_0H,-1.221429734927623,0.5952315363586315,1
Hungatella,carb_timeSDC_0H,-0.06570968181265457,0.9866746055873878,1
Intestinibacter,carb_timeSDC_0H,0.05847068521913962,0.4449331237207867,1
Intestinimonas,carb_timeSDC_0H,0,0.4132764341113591,1
Lachnoclostridium,carb_timeSDC_0H,-0.058198089531051954,0.35129335149933366,1
Lactobacillus,carb_timeSDC_0H,-0.367654517590272,0.9618209291489009,1
Lactococcus,carb_timeSDC_0H,0.08252492373004226,0.32196665742000413,1
Marvinbryantia,carb_timeSDC_0H,0.10611961877882113,0.30986734222099577,1
Megasphaera,carb_timeSDC_0H,0.9784348530560373,2.752432491572248,1
Methanobrevibacter,carb_timeSDC_0H,0.8237306658439009,0.647306244835374,1
Negativicoccus,carb_timeSDC_0H,-1.1592190643658271,1.190392166834692,1
Odoribacter,carb_timeSDC_0H,-0.6190888095136479,0.7963775584045574,1
Other,carb_timeSDC_0H,0.02813253816598379,0.3616378835264564,1
Paenibacillus,carb_timeSDC_0H,0.05438926806611691,0.34471142699319435,1
Parabacteroides,carb_timeSDC_0H,0.19010959958438028,0.7534162502505248,1
Paraclostridium,carb_timeSDC_0H,-2.084796268677286,2.6962409101298923,1
Parasutterella,carb_timeSDC_0H,0,0.4132764341113591,1
Peptococcus,carb_timeSDC_0H,0.06365427862124748,0.6409570003746872,1
Peptoniphilus,carb_timeSDC_0H,-0.49463388604417485,1.2697333576748018,1
Phascolarctobacterium,carb_timeSDC_0H,0.2841908469881699,0.6536730552776835,1
Robinsoniella,carb_timeSDC_0H,0,0.4132764341113591,1
Romboutsia,carb_timeSDC_0H,0.05639196345494543,0.38990487061703005,1
Roseburia,carb_timeSDC_0H,-0.08812045556327364,0.41006524112666637,1
Ruminiclostridium,carb_timeSDC_0H,-0.0606843990594475,0.3525573541138642,1
Ruminococcus,carb_timeSDC_0H,0.23298283564957906,0.4881815054414557,1
Senegalimassilia,carb_timeSDC_0H,0.0674661162683244,0.43384490107260654,1
Slackia,carb_timeSDC_0H,-0.03705163869903742,0.46605126369305344,1
Solobacterium,carb_timeSDC_0H,-0.05063866465109858,0.8281301336764875,1
Streptococcus,carb_timeSDC_0H,0.0845418762797123,0.42230569437260035,1
Subdoligranulum,carb_timeSDC_0H,0.08868158828513856,0.3393402265926602,1
Succiniclasticum,carb_timeSDC_0H,-0.20620405899786734,0.4227705866460071,1
Sutterella,carb_timeSDC_0H,-0.6891579233498498,1.7512963877634429,1
Terrisporobacter,carb_timeSDC_0H,0.2623666387677573,0.37972747227174575,1
Turicibacter,carb_timeSDC_0H,-0.0410373967995515,0.39047333866238265,1
f__Christensenellaceae,carb_timeSDC_0H,-0.09271698417778383,0.33129892365246694,1
f__Coriobacteriaceae,carb_timeSDC_0H,-0.08932829520651189,0.4454761380450295,1
f__Defluviitaleaceae,carb_timeSDC_0H,-0.14615802216267848,0.2999302365400108,1
f__Erysipelotrichaceae,carb_timeSDC_0H,-0.10294828332379238,0.3370483882010581,1
f__Family XIII,carb_timeSDC_0H,-0.0474488749984842,0.3339509625008115,1
f__Lachnospiraceae,carb_timeSDC_0H,-0.029613369958797115,0.3507016685102015,1
f__Prevotellaceae,carb_timeSDC_0H,1.0171184863988032,0.9415764968472438,1
f__Ruminococcaceae,carb_timeSDC_0H,-0.04523052163785232,0.33927838558165535,1
g__*Soleaferrea,carb_timeSDC_0H,0,0.4132764341113591,1
o__Clostridiales,carb_timeSDC_0H,0.0650818980989864,0.4772618039960884,1
Acetanaerobacterium,carb_timeSDC_48H,0.1590378443275889,0.3057142660202884,0.7810783984839001
Actinomyces,carb_timeSDC_48H,-0.789986700479939,0.3579935517726315,0.11095137431395449
Adlercreutzia,carb_timeSDC_48H,-0.9407440648037146,0.3870719760755118,0.07813249827871317
Akkermansia,carb_timeSDC_48H,1.0893269204041496,0.5410325101131652,0.16562387010884413
Alistipes,carb_timeSDC_48H,1.466896859159499,0.640672075770469,0.0956060797675156
Anaerococcus,carb_timeSDC_48H,-1.169794916245272,0.6145749606003811,0.2038499606992923
Anaerofilum,carb_timeSDC_48H,0.045319308531560284,0.3793980017420856,0.9292864643955792
Anaerostipes,carb_timeSDC_48H,-1.7319501416182266,0.3957449467184037,2.8905397216823735e-4
Anaerotruncus,carb_timeSDC_48H,1.452293867014319,0.6164096455908131,0.08801960685037764
Bacteroides,carb_timeSDC_48H,3.839426104576714,0.5528444597631665,7.90867942814119e-9
Barnesiella,carb_timeSDC_48H,0.07564552393729414,0.377750088324626,0.8982712641329255
Bifidobacterium,carb_timeSDC_48H,0.41227183216123775,0.40871825256449223,0.5401113881567909
Bilophila,carb_timeSDC_48H,1.770011790344327,0.9105475386501439,0.19374241677863085
Blautia,carb_timeSDC_48H,-1.0510094470457207,0.3248487438807389,0.009121700071404974
Butyricimonas,carb_timeSDC_48H,-0.1957133159439841,0.36266310370673277,0.7783542090187425
Carnobacterium,carb_timeSDC_48H,-0.8048123783518311,0.4129620302252845,0.2332833784666338
Catenibacterium,carb_timeSDC_48H,-0.7132787500707518,0.5837546665417636,0.4679904587725748
Clostridium,carb_timeSDC_48H,2.5938678567493634,0.4472670479597719,6.655498564927711e-7
Collinsella,carb_timeSDC_48H,0.13517951057281088,0.4241461478844082,0.8667580237422499
Coprococcus,carb_timeSDC_48H,-0.6921745081535652,0.37834030269721936,0.2113830779646383
Dialister,carb_timeSDC_48H,0.22104943313060516,0.5506605035202337,0.8110350227441022
Dielma,carb_timeSDC_48H,-0.42941352142737826,0.4274592950261981,0.5401113881567909
Dorea,carb_timeSDC_48H,-1.5402794365446129,0.3653612245393764,3.9685492244278007e-4
Eggerthella,carb_timeSDC_48H,1.3739867446137464,0.3866110676659808,0.003817716602113917
Eisenbergiella,carb_timeSDC_48H,-1.2852099742669145,0.7041483180901879,0.2332833784666338
Enterococcus,carb_timeSDC_48H,-1.9365623106681589,1.3572755269747288,0.39193512717930606
Erysipelatoclostridium,carb_timeSDC_48H,1.095937499453614,0.4253424619601826,0.056564512924935056
Escherichia,carb_timeSDC_48H,2.627333281247714,0.9167975788459374,0.02692432632468599
Eubacterium,carb_timeSDC_48H,-1.9902504592937396,0.36723107481744166,2.8158433818745237e-6
Faecalibacterium,carb_timeSDC_48H,0.23253369128044946,0.4702454759465186,0.7810783984839001
Faecalitalea,carb_timeSDC_48H,-1.4883165994913106,0.5094460756925691,0.026987329130224422
Finegoldia,carb_timeSDC_48H,2.953628366240303,0.9367088286734215,0.02224281938828044
Flavonifractor,carb_timeSDC_48H,-0.3987909623048572,0.39144483750624637,0.5401113881567909
Fusicatenibacter,carb_timeSDC_48H,-0.3385437170883567,0.4520415365842507,0.6994611397559239
Gordonibacter,carb_timeSDC_48H,0.04728468194387213,0.3183599807329466,0.9270760630349334
Holdemanella,carb_timeSDC_48H,-0.37478838306416096,0.6245354973200224,0.7584890556281446
Holdemania,carb_timeSDC_48H,0.0012603775309454994,0.35053846645030384,0.9971596379028105
Hungatella,carb_timeSDC_48H,-0.4643194833046553,1.0059488314766714,0.7834450112218676
Intestinibacter,carb_timeSDC_48H,0.4273719584867442,0.4645475856859406,0.5855693095157267
Intestinimonas,carb_timeSDC_48H,0.31253960953793397,0.4037366729160996,0.6994611397559239
Lachnoclostridium,carb_timeSDC_48H,-0.2778090399421873,0.368914493440045,0.6994611397559239
Lactobacillus,carb_timeSDC_48H,0.6753144565760274,1.0053605883860923,0.7435397890633874
Lactococcus,carb_timeSDC_48H,-0.39078857207420786,0.38700745012753435,0.5401113881567909
Marvinbryantia,carb_timeSDC_48H,-1.3328376576260883,0.35784565884062336,0.0028907692631376094
Megasphaera,carb_timeSDC_48H,0.7922602457322263,1.6473442333914072,0.7810783984839001
Methanobrevibacter,carb_timeSDC_48H,-0.9138409616532749,0.7413881351623197,0.4679904587725748
Negativicoccus,carb_timeSDC_48H,-0.3002575237758101,0.45860653476381896,0.7435397890633874
Odoribacter,carb_timeSDC_48H,-0.049210741380655634,0.3585689654188106,0.9270760630349334
Other,carb_timeSDC_48H,0.3634889408794327,0.36295900654467006,0.5401113881567909
Paenibacillus,carb_timeSDC_48H,-0.5613386991672361,0.41633307564510463,0.4126450537386114
Parabacteroides,carb_timeSDC_48H,4.053411178690333,0.683873834851167,6.655498564927711e-7
Paraclostridium,carb_timeSDC_48H,0.3725637482577714,0.843149578682949,0.7914818834221743
Parasutterella,carb_timeSDC_48H,0.2645662121743539,0.3911241161588121,0.7435397890633874
Peptococcus,carb_timeSDC_48H,-0.9565856010025742,0.8153666315215162,0.48815873894696976
Peptoniphilus,carb_timeSDC_48H,-0.359713585830504,1.251270325044316,0.8667580237422499
Phascolarctobacterium,carb_timeSDC_48H,2.218249677617833,0.6126874095340172,0.0057052055936048715
Robinsoniella,carb_timeSDC_48H,-0.7250142361568248,0.6034635994882169,0.48564073744840386
Romboutsia,carb_timeSDC_48H,-0.7964477195770466,0.40737810126431967,0.1798883865593724
Roseburia,carb_timeSDC_48H,0.10591619549049365,0.4359154708098219,0.8857574743847673
Ruminiclostridium,carb_timeSDC_48H,0.10704700550276287,0.37327054708980933,0.8667580237422499
Ruminococcus,carb_timeSDC_48H,-1.949260796040502,0.5332079112057274,0.0031491019926207318
Senegalimassilia,carb_timeSDC_48H,-0.12489116861346242,0.44549349355873497,0.8667580237422499
Slackia,carb_timeSDC_48H,0.28779252459196897,0.47133245128725404,0.7584890556281446
Solobacterium,carb_timeSDC_48H,0.19345985515216438,0.8410141424051272,0.8857574743847673
Streptococcus,carb_timeSDC_48H,-0.6541232390602318,0.44466685526053523,0.35640092666829554
Subdoligranulum,carb_timeSDC_48H,-0.19731849367783827,0.3566883839651759,0.7741393323444742
Succiniclasticum,carb_timeSDC_48H,0.7355077522722148,0.5358611426177732,0.4126450537386114
Sutterella,carb_timeSDC_48H,0.28905529313828027,0.4366247538966984,0.7435397890633874
Terrisporobacter,carb_timeSDC_48H,-0.6348280801982947,0.41309605932024107,0.3278020235722956
Turicibacter,carb_timeSDC_48H,-0.4417503940086218,0.41663463233794357,0.5401113881567909
f__Christensenellaceae,carb_timeSDC_48H,-0.5681827682907713,0.366956155250748,0.3278020235722956
f__Coriobacteriaceae,carb_timeSDC_48H,0.9090168629488319,0.5389451708406997,0.26163552338443363
f__Defluviitaleaceae,carb_timeSDC_48H,0.19512363900529658,0.3395427520978184,0.7741393323444742
f__Erysipelotrichaceae,carb_timeSDC_48H,-1.5323863667164754,0.3605331124152678,3.9685492244278007e-4
f__Family XIII,carb_timeSDC_48H,-0.5255292206760156,0.3927193369321469,0.4126450537386114
f__Lachnospiraceae,carb_timeSDC_48H,-0.4557884445768571,0.3692012253805619,0.4679904587725748
f__Prevotellaceae,carb_timeSDC_48H,1.898336937008821,0.7631960220940298,0.08763088493618018
f__Ruminococcaceae,carb_timeSDC_48H,-0.3547597102771742,0.35905212828872995,0.5401113881567909
g__*Soleaferrea,carb_timeSDC_48H,-0.15948004792419554,0.3263707002756226,0.7810783984839001
o__Clostridiales,carb_timeSDC_48H,-0.025277505389885734,0.5141335299145148,0.973038398906654
Acetanaerobacterium,obesity_groupobesity,0.09581459604236113,0.32906566591830216,0.984922689747989
Actinomyces,obesity_groupobesity,0.07471780973137802,0.28217147245853647,0.984922689747989
Adlercreutzia,obesity_groupobesity,-0.3825423552977,0.37097906742430786,0.984922689747989
Akkermansia,obesity_groupobesity,0.20013789082296501,0.36714398309445806,0.984922689747989
Alistipes,obesity_groupobesity,-0.1031477191382054,0.33302621348522377,0.984922689747989
Anaerococcus,obesity_groupobesity,0.3727151925469618,0.5868545685773815,0.984922689747989
Anaerofilum,obesity_groupobesity,-0.05615653971433378,0.4433020451036207,0.984922689747989
Anaerostipes,obesity_groupobesity,-0.3262292172858389,0.35095906504443203,0.984922689747989
Anaerotruncus,obesity_groupobesity,-0.41554229428852385,0.5560832379120847,0.984922689747989
Bacteroides,obesity_groupobesity,-0.09723188563313077,0.5389682082824827,0.984922689747989
Barnesiella,obesity_groupobesity,-0.5219056738687649,0.6566533225504525,0.984922689747989
Bifidobacterium,obesity_groupobesity,-0.442183410840503,0.4464795433878714,0.984922689747989
Bilophila,obesity_groupobesity,-0.15104797177859036,0.4602420273366137,0.984922689747989
Blautia,obesity_groupobesity,0.22006577261431046,0.2880688127410483,0.984922689747989
Butyricimonas,obesity_groupobesity,-0.052461243515113054,0.40011207962080925,0.984922689747989
Carnobacterium,obesity_groupobesity,0.03630700566380999,0.7241621217814271,0.984922689747989
Catenibacterium,obesity_groupobesity,0.4942473934424054,0.9318935174826144,0.984922689747989
Clostridium,obesity_groupobesity,-0.3107952757069503,0.5516419113061449,0.984922689747989
Collinsella,obesity_groupobesity,0.3898821169490817,0.5941588648977821,0.984922689747989
Coprococcus,obesity_groupobesity,-0.11961983768865087,0.42126499102711334,0.984922689747989
Dialister,obesity_groupobesity,-0.2809154306451197,0.49711797323282525,0.984922689747989
Dielma,obesity_groupobesity,-0.6259223921437833,0.5387079692977255,0.984922689747989
Dorea,obesity_groupobesity,-0.4799509187816188,0.30715621231297874,0.984922689747989
Eggerthella,obesity_groupobesity,0.24603540304770793,0.4473891340076958,0.984922689747989
Eisenbergiella,obesity_groupobesity,0.04793736314357981,0.5827221987703697,0.984922689747989
Enterococcus,obesity_groupobesity,-0.019473706548850528,0.8905874084090848,0.9942846871926483
Erysipelatoclostridium,obesity_groupobesity,0.3352323933524699,0.39301704734856996,0.984922689747989
Escherichia,obesity_groupobesity,-0.5521155862998384,0.8015622237886018,0.984922689747989
Eubacterium,obesity_groupobesity,-0.31984319055533145,0.3499805289411093,0.984922689747989
Faecalibacterium,obesity_groupobesity,0.5169869248068716,0.50756228534331,0.984922689747989
Faecalitalea,obesity_groupobesity,0.332490318911884,0.42679605879355625,0.984922689747989
Finegoldia,obesity_groupobesity,1.1185365868937034,0.6788483857371366,0.984922689747989
Flavonifractor,obesity_groupobesity,-0.5045762920325085,0.42053954471363575,0.984922689747989
Fusicatenibacter,obesity_groupobesity,-0.07891415238262992,0.41447360220595453,0.984922689747989
Gordonibacter,obesity_groupobesity,0.04710454725108911,0.2524068235056324,0.984922689747989
Holdemanella,obesity_groupobesity,0.4780682136629659,0.8697104554733153,0.984922689747989
Holdemania,obesity_groupobesity,0.11450282582027473,0.42317926076805673,0.984922689747989
Hungatella,obesity_groupobesity,-0.7487412469984144,0.6432448632246676,0.984922689747989
Intestinibacter,obesity_groupobesity,0.10735739778907681,0.4829064534621498,0.984922689747989
Intestinimonas,obesity_groupobesity,-0.9921273365508243,0.5669506484189749,0.984922689747989
Lachnoclostridium,obesity_groupobesity,0.06821977443086304,0.2756225831910701,0.984922689747989
Lactobacillus,obesity_groupobesity,-0.1978319843299545,0.8525948973375742,0.984922689747989
Lactococcus,obesity_groupobesity,0.03364634682524827,0.3493184469365795,0.984922689747989
Marvinbryantia,obesity_groupobesity,-0.29022650996141985,0.3978145631011352,0.984922689747989
Megasphaera,obesity_groupobesity,-1.2459884261195324,0.9868440909975372,0.984922689747989
Methanobrevibacter,obesity_groupobesity,0.8347447251612511,1.0521310990526638,0.984922689747989
Negativicoccus,obesity_groupobesity,0.5042745206254043,0.665225548857292,0.984922689747989
Odoribacter,obesity_groupobesity,0.3478428511221729,0.5144220670893839,0.984922689747989
Other,obesity_groupobesity,-0.1757251584615622,0.27910401538698293,0.984922689747989
Paenibacillus,obesity_groupobesity,0.10824309409115707,0.46802066377260026,0.984922689747989
Parabacteroides,obesity_groupobesity,0.024499797717431132,0.38860508264433613,0.984922689747989
Paraclostridium,obesity_groupobesity,1.1909002975763072,0.8380123879138773,0.984922689747989
Parasutterella,obesity_groupobesity,-0.13269768935223727,0.5116566785132037,0.984922689747989
Peptococcus,obesity_groupobesity,0.7104015223817995,0.7012234656274261,0.984922689747989
Peptoniphilus,obesity_groupobesity,0.5367758578264549,0.6661800480987902,0.984922689747989
Phascolarctobacterium,obesity_groupobesity,0.152500862081,0.4362023847632962,0.984922689747989
Robinsoniella,obesity_groupobesity,0.006291531088993879,0.86804025419344,0.9942846871926483
Romboutsia,obesity_groupobesity,-0.754516233125149,0.5539565850868596,0.984922689747989
Roseburia,obesity_groupobesity,0.1609209880255609,0.32135178242250784,0.984922689747989
Ruminiclostridium,obesity_groupobesity,0.12717374035673526,0.3288848392997037,0.984922689747989
Ruminococcus,obesity_groupobesity,0.12831606023314548,0.5445276608302808,0.984922689747989
Senegalimassilia,obesity_groupobesity,0.15658757669687104,0.570590715719896,0.984922689747989
Slackia,obesity_groupobesity,-0.29457936509805294,0.4107042413166197,0.984922689747989
Solobacterium,obesity_groupobesity,-1.4596993714967146,1.0229962865158577,0.984922689747989
Streptococcus,obesity_groupobesity,0.38017706114629746,0.5113620978701746,0.984922689747989
Subdoligranulum,obesity_groupobesity,0.18303288346321075,0.4313949206629785,0.984922689747989
Succiniclasticum,obesity_groupobesity,-0.22636003788543665,0.7815667258708748,0.984922689747989
Sutterella,obesity_groupobesity,0.46602855667108034,0.8847963675657665,0.984922689747989
Terrisporobacter,obesity_groupobesity,-0.7917448805910966,0.518298240072716,0.984922689747989
Turicibacter,obesity_groupobesity,-0.8482588643187435,0.5066331950904932,0.984922689747989
f__Christensenellaceae,obesity_groupobesity,0.2746012382169786,0.41909967353280486,0.984922689747989
f__Coriobacteriaceae,obesity_groupobesity,-0.04241542853881952,0.5534548916134713,0.984922689747989
f__Defluviitaleaceae,obesity_groupobesity,0.19242471019395563,0.3852000978996652,0.984922689747989
f__Erysipelotrichaceae,obesity_groupobesity,-0.06835561712317022,0.3997753132550372,0.984922689747989
f__Family XIII,obesity_groupobesity,-0.4092966868027243,0.31989631308031274,0.984922689747989
f__Lachnospiraceae,obesity_groupobesity,-0.19086891577930057,0.36116497731001584,0.984922689747989
f__Prevotellaceae,obesity_groupobesity,-0.40489579916869695,0.5304140916715375,0.984922689747989
f__Ruminococcaceae,obesity_groupobesity,-0.08053322474982332,0.32020891238347743,0.984922689747989
g__*Soleaferrea,obesity_groupobesity,0.10413809051444464,0.41683025396878726,0.984922689747989
o__Clostridiales,obesity_groupobesity,-0.07013003364017645,0.6812369863957755,0.984922689747989
