taxon,lfc_(Intercept),lfc_carb_timeNo Added Carb_48H,lfc_carb_timeRDC_0H,lfc_carb_timeRDC_48H,lfc_carb_timeSDC_0H,lfc_carb_timeSDC_48H,lfc_obesity_groupobesity,se_(Intercept),se_carb_timeNo Added Carb_48H,se_carb_timeRDC_0H,se_carb_timeRDC_48H,se_carb_timeSDC_0H,se_carb_timeSDC_48H,se_obesity_groupobesity,W_(Intercept),W_carb_timeNo Added Carb_48H,W_carb_timeRDC_0H,W_carb_timeRDC_48H,W_carb_timeSDC_0H,W_carb_timeSDC_48H,W_obesity_groupobesity,p_(Intercept),p_carb_timeNo Added Carb_48H,p_carb_timeRDC_0H,p_carb_timeRDC_48H,p_carb_timeSDC_0H,p_carb_timeSDC_48H,p_obesity_groupobesity,q_(Intercept),q_carb_timeNo Added Carb_48H,q_carb_timeRDC_0H,q_carb_timeRDC_48H,q_carb_timeSDC_0H,q_carb_timeSDC_48H,q_obesity_groupobesity,diff_(Intercept),diff_carb_timeNo Added Carb_48H,diff_carb_timeRDC_0H,diff_carb_timeRDC_48H,diff_carb_timeSDC_0H,diff_carb_timeSDC_48H,diff_obesity_groupobesity,passed_ss_(Intercept),passed_ss_carb_timeNo Added Carb_48H,passed_ss_carb_timeRDC_0H,passed_ss_carb_timeRDC_48H,passed_ss_carb_timeSDC_0H,passed_ss_carb_timeSDC_48H,passed_ss_obesity_groupobesity
Fusicatenibacter,0.6032023941269015,-1.842520365945409,0.19733622291220432,-1.97649382850969,0.09013480692271145,-0.3385437170883567,-0.07891415238262992,0.4749220150800021,0.5450409924862759,0.43757656588789295,0.45493498693719664,0.43442285846824935,0.4520415365842507,0.41447360220595453,1.270108301939404,-3.3805170461408984,0.4509752996296466,-4.344563256864971,0.207481731602526,-0.7489217022986105,-0.1903960878633158,0.20895692942301888,8.461092764476588e-4,0.6524230859040191,2.070566897705516e-5,0.8358132351521795,0.45464974084135057,0.8522495358992073,0.7354807262116696,0.006153522010528427,1,2.070566897705516e-4,1,0.6994611397559239,0.984922689747989,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Gordonibacter,-0.10063791712221581,0.5180172602418904,-0.21092907100659627,-0.02689451338006263,-0.11998052159342253,0.04728468194387213,0.04710454725108911,0.3113692467093041,0.3776328596549924,0.29246992649571535,0.3158628951701213,0.29184628042792327,0.3183599807329466,0.2524068235056324,-0.3232108443136386,1.3717483714609848,-0.7211991794639657,-0.08514616243727346,-0.41110861998138054,0.14852583492124427,0.18662152867685045,0.7480031340872539,0.17312603941192922,0.4725088519603171,0.9323106961947506,0.6819231139341068,0.8822165866637006,0.8582831567285185,0.965165334306134,0.36447587244616675,1,0.9813796802050005,1,0.9270760630349334,0.984922689747989,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Holdemanella,-0.2471534596556673,-0.35269218975237654,-0.17286046313381428,-0.6899360578697663,-0.10937265021688271,-0.37478838306416096,0.4780682136629659,0.810293393558474,0.7313627184234909,0.6416730728140327,0.6292294751371112,0.6256425987571832,0.6245354973200224,0.8697104554733153,-0.3050172463708131,-0.48223977086585973,-0.26939024007309725,-1.0964776526392488,-0.17481650136059723,-0.6001074153069527,0.5496866349649561,0.762489149953109,0.6307897583220212,0.7882411582978613,0.2757180283666551,0.8616101055021554,0.5499045653304048,0.5925858313513477,0.9682401904166463,1,1,0.5034562870372711,1,0.7584890556281446,0.984922689747989,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Holdemania,-0.23371957048638986,0,0,0.06021335661674839,-1.221429734927623,0.0012603775309454994,0.11450282582027473,0.4043245013600199,0.4681175019057118,0.41486775666312026,0.3440097328721437,0.5952315363586315,0.35053846645030384,0.42317926076805673,-0.5780494867370912,0,0,0.17503387510006171,-2.052024565767803,0.0035955469986178657,0.27057759308066226,0.5683880208152716,1,1,0.8616504358988415,0.059617754692545724,0.9971596379028105,0.7876609371352109,0.9605858793945383,1,1,0.9247606505688237,1,0.9971596379028105,0.984922689747989,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
Hungatella,0.41675642034819826,-0.17666284682320488,-0.001224363872151871,-0.6092316763614396,-0.06570968181265457,-0.4643194833046553,-0.7487412469984144,1.0750627255067255,1.0451071933068055,1.0344191486883356,1.0220814705832875,0.9866746055873878,1.0059488314766714,0.6432448632246676,0.38765777145864877,-0.16903801634378673,-0.001183624523680163,-0.5960695833902161,-0.06659711463186614,-0.4615736593908685,-1.1640065701339302,0.6998069987349675,0.8664280489911003,0.999060728173156,0.553737268880337,0.9472025823089847,0.6463421342580408,0.26718550548269754,0.965165334306134,1,1,0.71449970178108,1,0.7834450112218676,0.984922689747989,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Intestinibacter,-0.29998644952919795,0.486256956471918,0.09764124763590395,0.46930241081364177,0.05847068521913962,0.4273719584867442,0.10735739778907681,0.5071599744746099,0.5314987162335459,0.4480010946947827,0.46047477788925134,0.4449331237207867,0.4645475856859406,0.4829064534621498,-0.5915026118533261,0.9148788917455292,0.21794868091209835,1.019170719762014,0.13141454771938335,0.9199745551485243,0.2223151026858072,0.5567383542749187,0.36132935138330713,0.8276870820864024,0.30931580519368546,0.8955772662070351,0.3586612020783826,0.8272624489067758,0.9605858793945383,0.6423632913481016,1,0.5267447447998395,1,0.5855693095157267,0.984922689747989,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Intestinimonas,-0.25667053734815215,0,0,0.3832886281399498,0,0.31253960953793397,-0.9921273365508243,0.43130531523702714,0.4681175019057118,0.41486775666312026,0.3983014822832122,0.4132764341113591,0.4037366729160996,0.5669506484189749,-0.5951017255771515,0,0,0.9623078125213013,0,0.7741174644367338,-1.7499359764690576,0.5655964082624902,1,1,0.3709791158121967,1,0.4458358569418498,0.09208052871483154,0.9605858793945383,1,1,0.5599684766976555,1,0.6994611397559239,0.984922689747989,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Lachnoclostridium,0.02023881019850134,0.5707288476509476,0.00985361834325444,-0.020743289080105778,-0.058198089531051954,-0.2778090399421873,0.06821977443086304,0.3613964304069694,0.4325244002084495,0.35395095507802854,0.36720304997166825,0.35129335149933366,0.368914493440045,0.2756225831910701,0.05600168816197317,1.3195298285504637,0.02783893701058727,-0.05648996946432291,-0.16566806426213376,-0.7530445262577793,0.24751155598730815,0.9554099630776535,0.18814607538798142,0.9778119585993468,0.9549942527992841,0.8685468817393428,0.45209782045114366,0.8079039488121638,0.9926337278728866,0.385940667462526,1,0.9922018210901652,1,0.6994611397559239,0.984922689747989,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
Lactobacillus,-0.25459701671156354,-0.54766313913307485,-0.11279045183356866,0.9331146099245565,-0.367654517590272,0.6753144565760274,-0.1978319843299545,1.032848827305624,1.255396911498832,1.019315936170121,0.9744248214630289,0.9618209291489009,1.0053605883860923,0.8525948973375742,-0.24649978775279888,-0.43624700213672973,-0.11065308392739996,0.9576055426457137,-0.38224840658811954,0.6717136760454389,-0.2320351493396581,0.8064943867999369,0.6646427614419285,0.9123416216188399,0.34285979633250985,0.7040521103104027,0.5049333943624641,0.821553956588924,0.9926084760614609,1,1,0.5477089138805102,1,0.7435397890633874,0.984922689747989,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Lactococcus,-0.007743683974662941,-0.7789315069519541,-0.10703013955943558,-0.5529357740197941,0.08252492373004226,-0.39078857207420786,0.03364634682524827,0.3765629364331055,0.462850246745635,0.32208422120271757,0.3868823262737531,0.32196665742000413,0.38700745012753435,0.3493184469365795,-0.020564116182046416,-1.682901786114906,-0.3323048212662102,-1.4292091844705868,0.25631512402971857,-1.009770152862503,0.09631998287040631,0.9837148010826904,0.09521675358279244,0.7403618042198217,0.15601665655344513,0.7982402444342819,0.3149916874838402,0.9248632392115533,0.9940087479185569,0.2502305849059519,1,0.3670980154198709,1,0.5401113881567909,0.984922689747989,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
Marvinbryantia,0.3094057255901601,-1.53647289311997,0.17630618659533817,-1.363453553283337,0.10611961877882113,-1.3328376576260883,-0.29022650996141985,0.3910243743603239,0.4432934819809592,0.31318047120550957,0.36391972513747217,0.30986734222099577,0.35784565884062336,0.3978145631011352,0.7912696647013793,-3.46603989360251,0.5629539604327556,-3.7465777727994456,0.342467902613426,-3.724615975346246,-0.7295522509256063,0.43511252546296664,7.112549529665184e-4,0.5744446461813801,2.661974764301061e-4,0.7325576750893017,2.890769263137609e-4,0.47723219228368996,0.9407838388388469,0.0056900396237321476,1,0.002129579811440849,1,0.0028907692631376094,0.984922689747989,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Megasphaera,-0.355428711415421,0,0,1.2212699563801448,0.9784348530560373,0.7922602457322263,-1.2459884261195324,1.5555648476248216,0.4681175019057118,0.41486775666312026,1.6724907863710814,2.752432491572248,1.6473442333914072,0.9868440909975372,-0.2284885210398795,0,0,0.7302102745988924,0.3554800548431015,0.48093181113773087,-1.2625990645189382,0.8210712798038434,1,1,0.4722889579502717,0.7332582043693424,0.6346261987681688,0.21865467307305952,0.9926337278728866,1,1,0.6403918073901989,1,0.7810783984839001,0.984922689747989,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
Methanobrevibacter,-1.1543399757770867,-0.751364640867378,0.8864431466476204,-0.8468916234332635,0.8237306658439009,-0.9138409616532749,0.8347447251612511,0.9051243693300084,0.7891217547667774,0.6470619553812538,0.8237819415274195,0.647306244835374,0.7413881351623197,1.0521310990526638,-1.2753385224083102,-0.9521529932848469,1.3699509595264667,-1.0280531542886158,1.2725517054966708,-1.2326080204307537,0.7933847083437161,0.22064421786350086,0.34622963116859773,0.17780363079654316,0.3095535248104292,0.20988477463756985,0.22411723678744738,0.44919321480930463,0.7354807262116696,0.6295084203065413,1,0.5267447447998395,1,0.4679904587725748,0.984922689747989,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Negativicoccus,-0.41687515984605905,0,0,0.20414661727629732,-1.1592190643658271,-0.3002575237758101,0.5042745206254043,0.5952806520464524,0.4681175019057118,0.41486775666312026,0.465370677279879,1.190392166834692,0.45860653476381896,0.665225548857292,-0.7003002002718012,0,0,0.43867529099501323,-0.9738127456334364,-0.6547170635726808,0.758050440924337,0.4918195038020098,1,1,0.6629196416419494,0.3487903797450258,0.5201209909243198,0.4522534094039691,0.9605858793945383,1,1,0.8095824305960925,1,0.7435397890633874,0.984922689747989,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Odoribacter,-0.21318423812332757,0,0,-0.17260237950513396,-0.6190888095136479,-0.049210741380655634,0.3478428511221729,0.43911886211235485,0.4681175019057118,0.41486775666312026,0.3464055088585917,0.7963775584045574,0.3585689654188106,0.5144220670893839,-0.4854818513097288,0,0,-0.49826684360147694,-0.7773810336317295,-0.13724205418385052,0.6761818230121398,0.6329905437402171,1,1,0.6210171028276703,0.45173349157070575,0.8923107106711234,0.5028797166777503,0.9605858793945383,1,1,0.7762713785345878,1,0.9270760630349334,0.984922689747989,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
Other,-0.025589653031424697,-0.15452128821209274,-0.13983242185900752,6.653162292189138e-4,0.02813253816598379,0.3634889408794327,-0.1757251584615622,0.35671618018948953,0.4098696666207544,0.35735585335265974,0.35274934491700194,0.3616378835264564,0.36295900654467006,0.27910401538698293,-0.07173673203674512,-0.37700103422161446,-0.39129741557923403,0.0018860877810430957,0.0777920108691425,1.0014600390821198,-0.6296045516146229,0.9430163221238737,0.7070464885299055,0.6964821486023138,0.9984993243450201,0.9381665016289706,0.31922085638327746,0.5409991494462318,0.9926337278728866,1,1,0.9984993243450201,1,0.5401113881567909,0.984922689747989,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Paenibacillus,0.03249808218604853,-0.6866892932562877,-0.023062765711383645,-0.4829405578176708,0.05438926806611691,-0.5613386991672361,0.10824309409115707,0.44916061849045696,0.48689690348756526,0.34545351103092603,0.4132030263891,0.34471142699319435,0.41633307564510463,0.46802066377260026,0.07235291975344672,-1.4103381811172782,-0.06676083749317864,-1.168773041277053,0.15778202811707404,-1.3482923457317113,0.23127845086718163,0.9428833952297334,0.16071634153760667,0.9468704590675103,0.24451716900397247,0.8748632182307547,0.17978510932623484,0.8206417205243995,0.9926337278728866,0.36447587244616675,1,0.47710667122726336,1,0.4126450537386114,0.984922689747989,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Parabacteroides,-3.0668981428265565,3.4620833907070305,-0.007157705401314831,3.114076226432602,0.19010959958438028,4.053411178690333,0.024499797717431132,0.6946561234035391,0.7227539220874828,0.7411218633141754,0.6839253804932947,0.7534162502505248,0.683873834851167,0.38860508264433613,-4.414987559312043,4.790127434670603,-0.00965793313572851,4.553239746983089,0.252330102411735,5.927133006298575,0.06304548965422085,2.012462208099473e-5,4.381693830046304e-6,0.992308965743236,1.1767013063456029e-5,0.8011821767702595,2.4958119618478916e-8,0.9506675509595262,8.049848832397893e-4,5.842258440061739e-5,1,1.3448014929664034e-4,1,6.655498564927711e-7,0.984922689747989,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Paraclostridium,-0.9329699088813577,0,0,0.897649053657321,-2.084796268677286,0.3725637482577714,1.1909002975763072,0.777669419919126,0.4681175019057118,0.41486775666312026,0.8543185252233632,2.6962409101298923,0.843149578682949,0.8380123879138773,-1.1996998788744737,0,0,1.0507194063509613,-0.7732232905615435,0.4418714753315048,1.4211010657502312,0.242931202134412,1,1,0.29885874549015806,0.46408222815880107,0.6628660773660711,0.1619517903105669,0.7488001648847963,1,1,0.5267447447998395,1,0.7914818834221743,0.984922689747989,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
Parasutterella,-0.0916278166989842,0,0,0.09241095885856226,0,0.2645662121743539,-0.13269768935223727,0.44404238532458534,0.4681175019057118,0.41486775666312026,0.3828576357796577,0.4132764341113591,0.3911241161588121,0.5116566785132037,-0.2063492579250205,0,0,0.24137159670428157,0,0.6764252094006123,-0.2593490809850006,0.8394394236319236,1,1,0.814783452980414,1,0.5017848473338551,0.7964246602781515,0.9926337278728866,1,1,0.8929133731292208,1,0.7435397890633874,0.984922689747989,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Peptococcus,-0.024663611023088054,-1.1632909951845736,-0.09155277361660707,-1.1974577822636137,0.06365427862124748,-0.9565856010025742,0.7104015223817995,0.7315804594927426,0.8924283224404664,0.6482841413068319,0.8690523972246729,0.6409570003746872,0.8153666315215162,0.7012234656274261,-0.033712779917863187,-1.3035119638554236,-0.1412232195469907,-1.3778890502893801,0.09931130884604865,-1.1731968957541665,1.0130886332307223,0.9734115458308069,0.20326573057879266,0.8886960130555708,0.17942459443547493,0.9216261234819423,0.250181353710322,0.33861861296743295,0.9940087479185569,0.3966160596659369,1,0.41011335870965693,1,0.48815873894696976,0.984922689747989,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Peptoniphilus,-0.7440114561041073,0.6785297851996137,0.06621429671646141,0.04961380524740343,-0.49463388604417485,-0.359713585830504,0.5367758578264549,1.2931288003784658,1.2623979894493542,1.3314530706076735,1.2364194434762523,1.2697333576748018,1.251270325044316,0.6661800480987902,-0.5753575791416556,0.5374927644613738,0.04973085283902743,0.040127001810899905,-0.38955729016206425,-0.2874787155347619,0.8057519275132277,0.5672239109965885,0.5932383502847336,0.9605332335873642,0.9681465697330947,0.6986385685618157,0.774886345904825,0.4380458066074143,0.9605858793945383,0.9997140745787064,1,0.9929708407518919,1,0.8667580237422499,0.984922689747989,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Phascolarctobacterium,-1.7524174251010056,2.03286574709125,-0.008052232200576314,1.9002027453794432,0.2841908469881699,2.218249677617833,0.152500862081,0.6575515282767942,0.6667105852442735,0.662343229491695,0.6209864280206816,0.6536730552776835,0.6126874095340172,0.4362023847632962,-2.665064789208932,3.0490977525824583,-0.0121571895688522,3.0599746784098123,0.4347599227069934,3.620524337696012,0.349610335495424,0.010560770913844364,0.003996959200167825,0.9903568567884121,0.003819504968734454,0.6659657756773776,7.844657691206699e-4,0.7371240285911568,0.14081027885125819,0.024596672001032768,1,0.020370693166583752,1,0.0057052055936048715,0.984922689747989,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Robinsoniella,0.5272214630616302,0,0,-0.6325412428514465,0,-0.7250142361568248,0.006291531088993879,0.7344279255559968,0.4681175019057118,0.41486775666312026,0.6012130733757369,0.4132764341113591,0.6034635994882169,0.86804025419344,0.7178668521659202,0,0,-1.0521082638802344,0,-1.2014216545483307,0.00724797157574196,0.4901305288354131,1,1,0.33603136739434425,1,0.24282036872420193,0.9942846871926483,0.9605858793945383,1,1,0.5477089138805102,1,0.48564073744840386,0.9942846871926483,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
Romboutsia,0.8627506339887141,-0.9631739696192776,0.015956117041432853,-0.7186509424573403,0.05639196345494543,-0.7964477195770466,-0.754516233125149,0.5147475177594912,0.47443451382609986,0.3926996513566881,0.4051798297386745,0.38990487061703005,0.40737810126431967,0.5539565850868596,1.6760656520384087,-2.0301515626502695,0.04063185945367685,-1.7736592241544764,0.14463005646916988,-1.9550577635499518,-1.3620493978004466,0.10396821975369183,0.04342804866640581,0.9676227739929133,0.07736518018823255,0.8851230727694508,0.05171791113581956,0.19424285381102183,0.5198410987684592,0.17371219466562324,1,0.20630714716862011,1,0.1798883865593724,0.984922689747989,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Roseburia,-0.18039048649666245,0.05805101828251528,0.07985788049232809,0.07161288126167789,-0.08812045556327364,0.10591619549049365,0.1609209880255609,0.4256557404257221,0.5034513464751393,0.4161983344115464,0.426922944887258,0.41006524112666637,0.4359154708098219,0.32135178242250784,-0.4237943233568138,0.11530611386572558,0.19187457971266841,0.16774193591442935,-0.21489374549561938,0.24297416031995345,0.5007627056320003,0.6724101155761768,0.9083228860665278,0.848046482499492,0.8669631099082723,0.8300833882981282,0.8082834620187991,0.623598782040357,0.9605858793945383,1,1,0.9247606505688237,1,0.8857574743847673,0.984922689747989,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Ruminiclostridium,-0.09692795529546305,0.05209661721835092,-0.030759810700716286,-0.1345213454722377,-0.0606843990594475,0.10704700550276287,0.12717374035673526,0.38581834299952344,0.43861140495069884,0.3550342911250338,0.37018009577005884,0.3525573541138642,0.37327054708980933,0.3288848392997037,-0.2512269233803194,0.11877624847490394,-0.0866389852181447,-0.3633943234911177,-0.17212631746677018,0.286781280594869,0.38668167443512147,0.8023326846529751,0.9055685276097167,0.9310432941030939,0.7166831929261173,0.8635086432784729,0.7745681843589332,0.7051999761872045,0.9926084760614609,1,1,0.8296663980806357,1,0.8667580237422499,0.984922689747989,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Ruminococcus,0.5381954426085013,-1.4325844279323998,0.5872746623534599,-1.9221624420393284,0.23298283564957906,-1.949260796040502,0.12831606023314548,0.554407299680178,0.6007012243353211,0.4911705831945209,0.5242491505599497,0.4881815054414557,0.5332079112057274,0.5445276608302808,0.9707582185858142,-2.3848535176827075,1.1956633447668799,-3.6665055918283698,0.47724633779171116,-3.655723696283305,0.23564654188088935,0.33681394232510675,0.018362592362442524,0.23377794184019793,3.409524282748209e-4,0.6339007088099686,3.542739741698323e-4,0.8171243167013081,0.8420348558127668,0.09181296181221263,1,0.002479654023816879,1,0.0031491019926207318,0.984922689747989,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
Senegalimassilia,-0.2554483509005832,0.16142768937206864,-0.08253425199393803,0.2589977160754101,0.0674661162683244,-0.12489116861346242,0.15658757669687104,0.5353208354831434,0.5213289403914972,0.4455070416220059,0.4505332230493345,0.43384490107260654,0.44549349355873497,0.570590715719896,-0.4771873873917747,0.30964651463784626,-0.18525914134476218,0.5748692944827494,0.1555074546261258,-0.2803434178483607,0.2744306424602607,0.6380666527918738,0.757765916727074,0.8535657049386374,0.567335153304512,0.8769059965855983,0.7800822213680249,0.7905100060719056,0.9605858793945383,1,1,0.720425591497793,1,0.8667580237422499,0.984922689747989,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Slackia,-0.15940033194067918,0.8817388820160338,0.11074575491395762,0.5360325491769453,-0.03705163869903742,0.28779252459196897,-0.29457936509805294,0.4770012943596329,0.5310688571846033,0.46718022302132395,0.4815233502768741,0.46605126369305344,0.47133245128725404,0.4107042413166197,-0.3341716968602187,1.6603099016019596,0.23705146206264546,1.113201569287821,-0.07950120852679426,0.610593486202743,-0.7172542561374624,0.7396484185446934,0.10121452525048259,0.8132643175373576,0.2693292187411332,0.9368615862860015,0.5433958871327418,0.5048621191791345,0.965165334306134,0.2502305849059519,1,0.5034562870372711,1,0.7584890556281446,0.984922689747989,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Solobacterium,0.12043794998378667,-0.05485199221711858,-0.4919702143003776,0.21981438013835575,-0.05063866465109858,0.19345985515216438,-1.4596993714967146,1.0792582703344993,0.9733989967850507,0.8778917351377474,0.8428730003853471,0.8281301336764875,0.8410141424051272,1.0229962865158577,0.11159326112595719,-0.056350984948910096,-0.5603996422442501,0.2607918156565229,-0.06114819711521424,0.23003163133370036,-1.426886285646441,0.9119408702935892,0.95536739919989,0.5787600130525965,0.7956743465797564,0.9515861556871283,0.8193256638059097,0.17962935141506053,0.9926337278728866,1,1,0.8840826073108405,1,0.8857574743847673,0.984922689747989,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Streptococcus,0.043136698096703875,-0.8524914151791121,0.10414693381831354,-0.4825930568643579,0.0845418762797123,-0.6541232390602318,0.38017706114629746,0.5104240633167383,0.5212281597366639,0.4255902788975686,0.44285679581789356,0.42230569437260035,0.44466685526053523,0.5113620978701746,0.08451148994896789,-1.6355436659635,0.24471173093542323,-1.089727111386147,0.20019118237397243,-1.4710411430979577,0.7434596007989966,0.9330612743568543,0.10322011627370516,0.8068860269255074,0.2769009578704991,0.8414983998825522,0.14256037066731822,0.469626643771345,0.9926337278728866,0.2502305849059519,1,0.5034562870372711,1,0.35640092666829554,0.984922689747989,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
Subdoligranulum,0.03427310948925141,-0.15047946549986987,0.1006847851858251,-0.32582747796610523,0.08868158828513856,-0.19731849367783827,0.18303288346321075,0.42590941462530135,0.41861800772150004,0.34202902413162717,0.3523837765078218,0.3393402265926602,0.3566883839651759,0.4313949206629785,0.08047042002911246,-0.35946725349660896,0.29437497429188164,-0.9246381351465903,0.26133532465513093,-0.5531957376472983,0.4242814986832048,0.9363582186509452,0.7195374869580691,0.7687067812216786,0.3560107940223316,0.7940412389073688,0.5806044992583557,0.6781286582591756,0.9926337278728866,1,1,0.5477089138805102,1,0.7741393323444742,0.984922689747989,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Succiniclasticum,-0.059163044701198375,0.2599856058855088,-0.24619184789553383,0.5693504908217846,-0.20620405899786734,0.7355077522722148,-0.22636003788543665,0.6379035339297092,0.5813300781445062,0.4511768424719923,0.5529947148747475,0.4227705866460071,0.5358611426177732,0.7815667258708748,-0.09274606826009145,0.44722545015274767,-0.5456659666898056,1.02957673103755,-0.48774457237850716,1.3725715372440215,-0.2896234325139813,0.9275376633936048,0.6598635070084925,0.5919769101138175,0.31604684687990364,0.63183609829683,0.1856902741823751,0.7816356284595507,0.9926337278728866,1,1,0.5267447447998395,1,0.4126450537386114,0.984922689747989,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
Sutterella,-0.6995666982263269,0,0,0.3319681094828415,-0.6891579233498498,0.28905529313828027,0.46602855667108034,0.6920834915019356,0.4681175019057118,0.41486775666312026,0.45765404078816607,1.7512963877634429,0.4366247538966984,0.8847963675657665,-1.0108125779855714,0,0,0.7253691214244065,-0.39351301593784715,0.6620222297489533,0.5267071314422419,0.3320695689953512,1,1,0.47210338677247576,0.7034207731107229,0.5204778523443712,0.601035495491739,0.8420348558127668,1,1,0.6403918073901989,1,0.7435397890633874,0.984922689747989,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
Terrisporobacter,0.6244775471204063,-0.944511413314255,0.27309400197576145,-0.5288412745362036,0.2623666387677573,-0.6348280801982947,-0.7917448805910966,0.49548743006574,0.4675461403222319,0.3857267932987756,0.41087350683537727,0.37972747227174575,0.41309605932024107,0.518298240072716,1.2603297464832806,-2.020145889052361,0.7079985282853524,-1.2871145638214436,0.6909340459307061,-1.5367565627300313,-1.5275855084516914,0.21827657320916505,0.04564333758239769,0.48035761220765694,0.20058166842479666,0.49099174202300677,0.12702328413426456,0.15026861056841284,0.7354807262116696,0.17387938126627692,1,0.43369009389145224,1,0.3278020235722956,0.984922689747989,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
